col1,Unnamed: 0,_RAJ2000_1,_DEJ2000_1,LAMOST_sep,umag,gmag,rmag,Hamag,imag,Jmag,Hmag,Kmag,original_index,model_prob,H_alfa,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M,angDist
843,845,83.1155222,29.1620497,2.0,14.16,13.65,12.69,12.48,12.26,11.58,11.4,11.27,843.00,0.01,0.0,J053227.72+290943.3,83.1155064,29.1620297,0.0398,0.0369,173.2,11.199,11.222,11.489,8.318,0.023,0.021,0.234,,0.029,0.022,0.018,822128701351046798,0000,0,00nn,AABU,36,50,42,54,0.118,0.0875
299,300,83.2332147,29.5780119,2.0,14.29,13.38,12.37,12.11,11.87,11.05,10.84,10.72,299.00,0.01,0.0,J053255.96+293440.8,83.233198,29.5780189,0.0402,0.0362,175.4,10.607,10.599,10.735,8.082,0.022,0.021,0.118,,0.022,0.022,0.018,834130201351007402,dd00,0,110n,AABU,4,44,-27,44,0.018,0.057916
935,937,83.2440839,29.810905,2.0,14.29,13.49,12.72,12.54,12.27,11.63,11.44,11.35,935.00,0.0,0.0,J053258.57+294839.2,83.2440805,29.81091,0.0417,0.0394,170.2,11.291,11.303,11.746,9.02,0.024,0.023,0.297,,0.021,0.02,0.018,834130201351007419,0000,0,88nn,AABU,44,52,-33,54,0.129,0.020789
1002,1004,83.299109,28.132728,2.0,16.81,16.51,15.6,15.34,15.01,14.12,13.72,13.62,1.002.00,0.0,0.0,J053311.78+280757.7,83.2991087,28.1327151,0.0578,0.0551,151.5,13.569,13.641,12.441,8.884,0.027,0.037,,,0.026,0.03,0.034,840128701351010748,0000,0,00nn,AAUU,55,128,2,133,0.089,0.046425
524,525,83.364296,28.183783,2.0,16.41,15.7,14.75,14.53,14.09,13.07,12.78,12.56,524.00,0.0,0.0,J053327.42+281101.5,83.364274,28.1837733,0.0478,0.0454,173.7,12.476,12.487,12.102,8.784,0.024,0.027,0.436,,0.021,0.022,0.022,840128701351011006,0000,0,11nn,AACU,21,86,18,80,0.128,0.078019
214,214,83.516703,29.833694,2.0,15.11,15.0,14.14,13.88,13.54,12.81,12.59,12.47,214.00,0.0,0.0,J053403.99+295001.2,83.516638,29.8336841,0.046,0.0429,176.2,12.373,12.382,11.852,8.762,0.024,0.025,,,0.023,0.024,0.023,834130201351017674,0000,0,11nn,AAUU,27,71,79,73,0.192,0.205977
523,524,83.610935,29.041538,2.0,15.35,15.26,13.79,13.61,13.26,12.51,12.3,12.15,523.00,0.0,0.0,J053426.62+290229.4,83.6109202,29.0415165,0.0427,0.0408,10.4,12.104,12.105,12.018,8.564,0.023,0.023,0.335,,0.023,0.022,0.022,840128701351042364,0h00,0,00nn,AABU,6,63,83,68,0.07,0.090404
621,623,83.747208,28.128778,2.0,15.22,15.08,14.36,14.01,13.87,13.11,12.82,12.66,621.00,0.45,1.0,J053459.31+280743.5,83.747166,28.1287695,0.044,0.0423,165.1,12.492,12.305,11.196,8.959,0.024,0.025,0.162,,0.023,0.025,0.024,840128701351008248,0000,0,11nn,AABU,24,63,151,67,0.106,0.136678
107,107,83.80458,29.986758,2.0,15.73,15.34,14.21,13.64,13.41,12.54,12.24,12.1,107.00,0.37,1.0,J053513.09+295912.2,83.8045708,29.9867415,0.0388,0.0361,10.5,11.31,10.993,10.411,8.376,0.023,0.021,0.088,,0.021,0.022,0.02,834130201351020211,0000,0,111n,AAAU,44,45,35,48,0.099,0.066027
43,43,83.807799,30.449326,2.0,15.19,15.34,14.21,13.99,13.72,13.07,12.89,12.76,43.00,0.0,0.0,J053513.87+302657.5,83.8078082,30.4493275,0.0544,0.0499,156.2,12.73,12.769,11.745,8.408,0.026,0.03,,,0.021,0.024,0.025,834130201351046087,0000,0,11nn,AAUU,158,84,-12,90,0.064,0.028958
933,935,83.974116,29.629067,2.0,16.77,16.15,15.19,14.93,14.51,13.46,13.16,12.98,933.00,0.0,0.0,J053553.78+293744.6,83.9740876,29.6290678,0.0524,0.0502,145.4,12.889,12.887,12.043,8.624,0.026,0.03,,,0.021,0.029,0.023,834130201351002658,0000,0,01nn,AAUU,-33,92,218,101,0.082,0.088928
911,913,84.089666,29.627105,2.0,15.87,15.76,14.18,13.92,13.54,12.65,12.39,12.21,911.00,0.0,0.0,J053621.51+293737.5,84.0896487,29.6270936,0.0442,0.0409,168.7,12.133,12.166,11.591,8.754,0.023,0.024,,,0.023,0.026,0.023,834130201351000249,0000,0,00nn,AAUU,28,66,2,72,0.042,0.067848
753,755,84.090582,29.64933,2.0,15.39,14.9,14.03,13.81,13.46,12.58,12.35,12.21,753.00,0.0,0.0,J053621.73+293857.7,84.0905653,29.6493881,0.0456,0.0386,176.9,12.077,12.045,11.307,8.493,0.023,0.024,0.246,,0.023,0.024,0.023,834130201351000242,0000,0,nnnn,AABU,89,58,117,61,0.31,0.215481
975,977,84.101152,27.940732,2.0,15.79,15.73,15.0,14.75,14.42,13.69,13.41,13.39,975.00,0.0,0.0,J053624.28+275626.5,84.1011732,27.9407124,0.0528,0.0519,145.5,13.204,13.162,12.448,8.804,0.026,0.033,,,0.027,0.034,0.03,845127201351057761,0000,0,11nn,AAUU,-53,105,16,104,0.124,0.097532
654,656,84.174965,31.1836825,2.0,14.8,14.75,13.37,13.11,12.75,11.96,11.72,11.62,654.00,0.0,0.0,J053641.99+311101.1,84.1749685,31.1836552,0.0398,0.0379,176.8,11.431,11.397,9.869,8.053,0.024,0.022,0.064,0.305,0.021,0.023,0.022,847131801351008015,0000,0,000n,AAAB,44,48,70,49,0.136,0.098854
425,426,84.4245411,30.4108967,2.0,14.05,13.3,12.55,12.32,12.09,11.4,11.21,11.11,425.00,0.0,0.0,J053741.88+302439.2,84.4245383,30.4109075,0.0397,0.0368,5.0,11.026,11.009,11.03,8.512,0.024,0.021,0.165,,0.022,0.019,0.02,852130201351037106,0000,0,00nn,AABU,-48,46,98,46,0.086,0.039895
774,776,84.429205,31.386852,2.0,17.7,16.06,14.4,13.96,13.32,11.72,10.93,10.73,774.00,0.03,0.0,J053743.00+312312.6,84.4292009,31.3868392,0.041,0.037,160.5,10.567,10.613,10.778,8.92,0.023,0.021,0.133,,0.021,0.02,0.019,847131801351016449,0000,0,000n,AABU,-48,43,-26,44,0.025,0.047744
955,957,84.6066264,30.3288083,2.0,14.33,13.08,12.54,12.36,12.17,11.71,11.57,11.52,955.00,0.0,0.0,J053825.59+301943.7,84.6066251,30.3288142,0.0396,0.0379,174.7,11.434,11.471,12.284,8.954,0.024,0.021,0.446,,0.022,0.019,0.02,852130201351037159,0h00,0,11nn,AACU,-19,60,80,59,0.031,0.021662
237,237,84.8805519,30.3626353,2.0,14.28,16.02,12.7,12.47,12.17,11.43,11.2,11.08,237.00,0.01,0.0,J053931.32+302145.4,84.8805219,30.3626283,0.0403,0.0373,164.5,10.982,10.98,10.845,8.812,0.022,0.022,0.16,0.486,0.022,0.021,0.02,852130201351034355,0000,0,11nn,AABC,27,45,54,46,0.131,0.096572
108,108,84.941878,30.481075,2.0,15.35,15.08,14.03,13.72,13.31,12.24,11.9,11.63,108.00,0.0,1.0,J053946.04+302851.8,84.9418358,30.4810765,0.0416,0.038,9.4,11.616,11.537,10.811,8.59,0.023,0.023,0.105,0.365,0.023,0.023,0.026,852130201351042043,0000,0,230n,AAAC,96,50,100,51,0.136,0.131153
930,932,84.9763094,30.4744369,2.0,13.79,12.85,12.42,12.28,12.11,11.67,11.47,11.36,930.00,0.01,0.0,J053954.31+302827.8,84.9763178,30.4743918,0.041,0.0382,175.3,11.286,11.31,11.506,8.851,0.023,0.022,0.227,0.493,0.021,0.021,0.02,852130201351042021,0000,0,00nn,AABC,79,49,26,50,0.025,0.164356
295,296,85.1294078,29.2586447,2.0,14.62,14.62,13.82,13.56,13.27,12.46,12.27,12.16,295.00,0.0,0.0,J054031.05+291531.1,85.1293939,29.2586594,0.0429,0.0414,164.2,12.024,12.029,11.785,8.989,0.024,0.023,,,0.021,0.023,0.021,857128701351060229,0000,0,00nn,AAUU,-21,60,18,61,0.084,0.068595
976,978,85.137003,28.611116,2.0,18.94,17.93,16.36,15.98,15.23,13.64,13.15,12.88,976.00,0.0,0.0,J054032.88+283639.9,85.1370054,28.6111095,0.0467,0.0447,170.2,12.69,12.639,12.057,8.981,0.024,0.026,,,0.023,0.025,0.026,857128701351012466,ddd0,0,11nn,AAUU,55,84,0,82,0.041,0.024663
797,799,85.2243567,30.4577083,2.0,15.01,14.71,13.9,13.68,13.42,12.69,12.51,12.4,797.00,0.0,0.0,J054053.84+302727.7,85.2243744,30.4577116,0.0436,0.0421,162.7,12.28,12.294,11.609,8.936,0.024,0.024,,,0.021,0.022,0.023,852130201351044814,0000,0,00nn,AAUU,-52,91,18,83,0.036,0.056221
301,302,85.2374394,30.7696828,2.0,14.63,14.1,13.38,13.09,12.87,12.21,12.04,11.93,301.00,0.01,0.0,J054056.98+304610.8,85.2374332,30.7696715,0.042,0.0397,164.6,11.851,11.845,12.296,8.934,0.023,0.023,0.517,,0.022,0.02,0.022,852130201351057775,0000,0,00nn,AACU,-20,57,20,60,0.046,0.044981
966,968,85.2731503,30.2909006,2.0,13.81,13.21,12.53,12.33,12.18,11.71,11.59,11.52,966.00,0.0,0.0,J054105.55+301727.2,85.2731529,30.290892,0.0417,0.0392,179.7,11.465,11.488,11.354,8.426,0.024,0.022,0.209,,0.022,0.021,0.02,852130201351031880,0000,0,11nn,AABU,8,51,26,52,0.07,0.032018
988,990,85.283205,28.296639,2.0,16.93,16.46,15.21,14.89,14.3,13.13,12.78,12.56,988.00,0.0,0.0,J054107.97+281747.8,85.2832156,28.2966375,0.0452,0.0432,10.8,12.444,12.407,11.93,8.884,0.025,0.025,,,0.022,0.023,0.026,857128701351007482,h000,0,11nn,AAUU,68,72,47,77,0.081,0.034177
881,883,85.3248525,31.368715,2.0,15.08,15.65,12.48,12.28,11.94,11.12,10.92,10.76,881.00,0.02,0.0,J054117.96+312207.3,85.3248436,31.3687072,0.0404,0.0366,173.0,10.694,10.689,10.824,8.523,0.023,0.021,0.136,,0.022,0.021,0.019,847131801351024037,0000,0,000n,AABU,0,44,0,45,0.063,0.039158
814,816,85.4181639,31.3443228,2.0,14.92,15.86,13.22,13.0,12.73,12.02,11.86,11.72,814.00,0.01,0.0,J054140.35+312039.5,85.4181478,31.344314,0.0428,0.04,161.8,11.654,11.661,11.962,9.094,0.024,0.023,0.362,,0.022,0.019,0.02,847131801351024103,0000,0,01nn,AACU,-6,53,27,59,0.066,0.058805
497,498,85.432832,29.785186,2.0,15.59,15.31,14.34,14.07,13.71,12.69,12.42,12.29,497.00,0.0,0.0,J054143.87+294706.6,85.4328132,29.7851697,0.0427,0.0414,7.8,12.181,12.174,11.614,8.507,0.024,0.023,0.228,0.39,0.022,0.023,0.022,852130201351002666,0000,0,00nn,AABC,-49,63,-26,69,0.028,0.083047
236,236,85.4840539,31.5379561,2.0,14.66,13.53,12.95,12.86,12.75,12.39,12.33,12.27,236.00,0.0,0.0,J054156.16+313216.9,85.484035,31.5380513,0.1946,0.1006,95.2,12.27,12.221,11.398,8.961,0.072,0.067,,,0.022,0.022,0.022,847131801351024016,hh00,0,nnnn,AAUU,,,,,0.377,0.347609
234,234,85.497626,21.153682,2.0,16.53,16.23,15.38,15.14,14.8,14.17,13.92,13.87,234.00,0.0,0.0,J054159.43+210913.2,85.4976614,21.1536943,0.0606,0.0604,100.0,13.728,13.809,12.45,8.914,0.027,0.039,,,0.029,0.038,0.052,855121201351029478,0000,0,nnnn,AAUU,100,131,-226,146,0.119,0.126647
653,655,85.5043381,31.0455244,2.0,14.66,13.7,12.94,12.53,12.3,11.52,11.31,11.2,653.00,0.07,1.0,J054201.02+310243.8,85.5042872,31.045521,0.0384,0.0359,9.4,11.02,11.018,10.78,8.918,0.023,0.02,0.123,0.468,0.022,0.022,0.02,847131801351000058,0000,0,001n,AABC,7,45,82,47,0.125,0.157331
300,301,85.6310022,30.2957903,2.0,14.72,15.13,12.08,11.86,11.73,11.14,11.01,10.92,300.00,0.01,0.0,J054231.44+301744.7,85.6310045,30.2957703,0.0387,0.0362,2.2,10.877,10.89,10.724,8.814,0.023,0.02,0.114,,0.022,0.021,0.018,852130201351028993,0000,0,000n,AABU,-20,46,19,48,0.003,0.072384
664,666,85.6433244,29.7765675,2.0,14.67,15.87,13.34,13.11,12.84,12.09,11.88,11.79,664.00,0.01,0.0,J054234.39+294635.6,85.6433069,29.7765712,0.0438,0.0413,91.4,11.651,11.654,11.575,8.679,0.024,0.023,0.302,,0.023,0.022,0.02,852130201351002632,0000,0,nnnn,AABU,-104,49,-128,53,0.034,0.056441
294,294,85.6942289,28.9255786,2.0,13.99,13.53,12.32,12.06,11.75,10.9,10.66,10.56,294.00,0.01,0.0,J054246.61+285532.0,85.694216,28.9255597,0.0371,0.0344,14.7,10.441,10.44,9.044,5.788,0.023,0.02,0.047,0.048,0.022,0.021,0.019,857128701351029896,0000,1,0011,AAAA,83,41,-3,41,0.098,0.079237
762,764,85.7796267,29.7494475,2.0,14.52,15.57,12.66,12.48,12.29,11.86,11.73,11.64,762.00,0.01,0.0,J054307.10+294458.0,85.7796088,29.7494447,0.0462,0.0418,149.5,11.606,11.612,11.482,8.75,0.025,0.024,0.225,,0.023,0.02,0.018,852130201351000079,0000,0,11nn,AABU,-7,53,82,56,0.051,0.056693
811,813,85.860165,31.142234,2.0,15.13,15.01,14.34,14.13,13.94,13.29,13.16,13.0,811.00,0.0,0.0,J054326.44+310832.0,85.8601816,31.1422302,0.0492,0.0468,152.5,12.987,12.994,12.267,8.791,0.025,0.029,,,0.022,0.026,0.027,864131801351011266,0000,0,00nn,AAUU,-83,107,-2,113,0.056,0.052845
864,866,85.970721,20.970968,2.0,14.41,16.49,13.65,13.45,13.28,12.76,12.62,12.55,864.00,0.01,0.0,J054352.97+205815.4,85.9707177,20.9709629,0.0465,0.0447,165.0,12.475,12.477,11.754,8.257,0.026,0.025,0.269,,0.023,0.023,0.023,855121201351019939,0000,0,00nn,AABU,13,74,137,74,0.076,0.021561
651,653,85.980652,31.580474,2.0,17.88,16.34,15.34,15.06,14.6,13.7,13.42,13.26,651.00,0.0,0.0,J054355.35+313449.8,85.9806405,31.5805112,0.0532,0.0521,147.5,13.14,13.107,12.163,8.99,0.026,0.031,0.449,,0.023,0.023,0.032,864131801351016399,hh00,0,00nn,AACU,59,90,-161,98,0.049,0.138505
782,784,86.1678958,20.1968958,2.0,13.41,12.52,12.83,12.62,12.49,12.11,12.01,11.98,782.00,0.01,0.0,J054440.29+201148.8,86.1678905,20.1969004,0.043,0.0407,0.7,11.935,11.952,12.124,8.818,0.024,0.023,0.433,,0.021,0.022,0.021,864119601351059571,0000,0,00nn,AACU,51,61,-20,60,0.092,0.024337
857,859,86.228385,31.850133,2.0,15.99,15.75,14.99,14.87,14.65,14.14,14.05,13.9,857.00,0.0,0.0,J054454.79+315100.3,86.2283288,31.8501077,0.0671,0.0653,153.9,13.954,14.109,12.631,8.896,0.029,0.047,,,0.024,0.036,0.046,864131801351034754,0000,0,nnnn,AAUU,,,,,0.183,0.194386
483,484,86.2557875,21.4330986,2.0,14.36,15.78,12.69,12.29,12.13,11.53,11.42,11.34,483.00,0.01,0.0,J054501.38+212559.0,86.2557811,21.433073,0.0416,0.0379,175.5,11.27,11.276,11.304,8.453,0.024,0.021,0.189,,0.021,0.024,0.021,855121201351046315,0000,0,00nn,AABU,-22,51,-51,52,0.058,0.094713
578,579,86.265519,20.383294,2.0,14.75,14.69,14.13,13.91,13.71,13.15,12.95,12.91,578.00,0.0,0.0,J054503.72+202300.0,86.2655129,20.3833341,0.0456,0.0452,45.0,12.818,12.808,12.433,8.93,0.024,0.026,,,0.023,0.022,0.025,864119601351057226,hh00,0,11nn,AAUU,-62,80,-58,89,0.051,0.145801
622,624,86.278622,32.278804,2.0,14.46,14.6,14.17,14.01,13.91,13.49,13.39,13.35,622.00,0.0,0.0,J054506.87+321643.7,86.2786335,32.2788143,0.0531,0.0507,155.4,13.277,13.293,12.32,8.985,0.025,0.033,,,0.021,0.023,0.03,864131801351059974,0000,0,00nn,AAUU,46,95,129,99,0.06,0.050981
778,780,86.311388,21.149534,2.0,14.03,13.74,13.14,12.92,12.73,12.27,12.08,12.0,778.00,0.0,0.0,J054514.73+210858.3,86.3113788,21.1495315,0.0438,0.0412,170.3,11.979,11.976,11.817,8.74,0.024,0.023,0.292,,0.021,0.022,0.021,855121201351024777,0000,0,11nn,AABU,-7,59,55,62,0.034,0.032072
865,867,86.406106,21.641594,2.0,15.27,15.39,14.92,14.7,14.6,14.15,13.97,13.92,865.00,0.02,1.0,J054537.46+213829.7,86.406114,21.6415899,0.0634,0.0608,130.7,13.913,13.934,12.216,8.731,0.028,0.043,,,0.024,0.041,0.052,871121201351037797,0000,0,11nn,AAUU,-82,140,-8,150,0.014,0.030552
105,105,86.421274,30.383496,2.0,15.24,14.93,14.2,13.94,13.69,12.87,12.67,12.55,105.00,0.0,0.0,J054541.09+302300.6,86.421219,30.3835052,0.0452,0.0438,164.8,12.442,12.491,11.893,9.052,0.025,0.026,,,0.019,0.019,0.023,869130201351033972,0000,0,01nn,AAUU,137,77,-82,78,0.134,0.174032
547,548,86.506984,21.440742,2.0,15.47,15.44,14.82,14.47,14.49,13.96,13.74,13.64,547.00,0.97,1.0,J054601.67+212626.6,86.5069935,21.4407399,0.0558,0.0544,122.2,13.47,13.296,12.037,8.967,0.028,0.032,0.347,,0.026,0.033,0.041,871121201351037466,0000,0,11nn,AABU,72,104,42,112,0.036,0.032799
969,971,86.5791711,29.5964278,2.0,15.41,14.81,13.8,13.51,13.14,12.17,11.91,11.76,969.00,0.0,1.0,J054618.99+293547.1,86.5791655,29.5964382,0.0422,0.0393,4.0,11.586,11.548,11.69,8.966,0.024,0.023,0.259,,0.021,0.021,0.023,869130201351008081,0000,0,00nn,AABU,-10,53,54,55,0.077,0.04149
491,492,86.6191147,22.0562464,2.0,13.39,14.47,12.8,12.6,12.55,12.06,11.92,11.84,491.00,0.01,0.0,J054628.58+220322.4,86.619107,22.0562484,0.044,0.0421,171.8,11.843,11.855,11.752,8.695,0.025,0.024,0.295,,0.024,0.025,0.023,863122701351002532,0000,0,00nn,AABU,52,59,-19,63,0.078,0.026681
699,701,86.642674,21.05429,2.0,13.35,14.62,13.12,12.86,12.74,12.4,12.26,12.21,699.00,0.0,0.0,J054634.24+210315.4,86.6426758,21.0542864,0.0442,0.042,112.5,12.196,12.237,12.097,8.435,0.023,0.024,,,0.023,0.022,0.025,871121201351034352,0000,0,nnnn,AAUU,6,62,33,68,0.039,0.014175
67,67,86.6426753,21.0542803,2.0,13.35,14.62,13.12,12.86,12.74,12.4,12.26,12.21,67.00,0.0,0.0,J054634.24+210315.4,86.6426758,21.0542864,0.0442,0.042,112.5,12.196,12.237,12.097,8.435,0.023,0.024,,,0.023,0.022,0.025,871121201351034352,0000,0,nnnn,AAUU,6,62,33,68,0.039,0.022087
635,637,86.725009,20.960678,2.0,17.21,16.52,15.35,14.93,14.55,13.32,12.89,12.61,635.00,0.15,1.0,J054654.00+205738.4,86.7250144,20.9606796,0.0445,0.0419,169.8,12.516,12.364,11.582,8.596,0.023,0.024,0.307,0.391,0.02,0.024,0.021,871121201351014438,0000,0,01nn,AABC,3,70,27,75,0.088,0.01919
55,55,86.7405514,21.0942875,2.0,14.03,14.09,13.65,13.44,13.32,12.95,12.81,12.76,55.00,0.0,0.0,J054657.73+210539.4,86.7405518,21.0942819,0.0473,0.0462,170.5,12.695,12.734,12.436,8.872,0.025,0.027,,,0.021,0.026,0.028,871121201351031954,0000,0,22nn,AAUU,15,80,23,87,0.07,0.020169
1014,1016,86.790841,21.223821,2.0,13.98,12.86,12.55,12.21,12.12,11.75,11.65,11.6,1.014.00,0.1,0.0,J054709.79+211325.7,86.79083,21.2238129,0.0424,0.0399,4.0,11.554,11.561,11.671,8.647,0.024,0.023,0.247,,0.022,0.023,0.022,871121201351031898,0000,0,00nn,AABU,30,54,46,57,0.038,0.047048
106,106,86.792274,31.639685,2.0,14.69,15.03,14.14,14.03,13.86,13.47,13.35,13.32,106.00,0.0,0.0,J054710.12+313822.9,86.7922047,31.6397116,0.0547,0.0533,150.0,13.253,13.28,12.402,8.222,0.026,0.035,0.478,,0.02,0.021,0.037,864131801351021707,0000,0,11nn,AACU,35,94,105,98,0.209,0.232909
850,852,86.797735,22.41116,2.0,15.85,15.67,15.25,15.08,14.92,14.28,14.16,14.14,850.00,0.0,0.0,J054711.44+222440.5,86.797695,22.4112531,0.0758,0.0719,63.9,13.977,14.054,12.427,8.781,0.032,0.048,,,0.026,0.046,0.054,863122701351020263,0000,0,nnnn,AAUU,,,,,0.349,0.360562
132,132,86.820653,28.779499,2.0,14.47,14.36,13.44,13.2,12.93,12.11,11.88,11.77,132.00,0.0,0.0,J054716.96+284646.0,86.820682,28.7794563,0.0424,0.0404,170.9,11.73,11.72,11.697,8.903,0.024,0.024,0.328,,0.024,0.023,0.021,874128701351037787,0000,0,32nn,AABU,13,57,-24,64,0.164,0.178918
939,941,86.865612,22.367386,2.0,15.07,14.94,14.5,14.33,14.16,13.63,13.41,13.3,939.00,0.01,0.0,J054727.74+222202.5,86.8656036,22.3673836,0.0533,0.053,69.7,13.282,13.312,12.416,8.665,0.027,0.033,,,0.02,0.036,0.03,863122701351022705,0000,0,00nn,AAUU,-14,101,-165,115,0.035,0.029378
595,597,86.92348,19.789276,2.0,12.89,12.64,12.42,11.76,11.65,11.27,11.23,11.19,595.00,0.01,0.0,J054741.63+194721.3,86.9234859,19.7892679,0.04,0.0371,172.9,11.164,11.183,11.077,8.322,0.024,0.021,0.162,,0.024,0.03,0.018,864119601351025679,0000,0,11nn,AABU,2,46,28,47,0.035,0.035311
665,667,86.9277733,31.2477861,2.0,13.78,15.32,12.52,12.39,12.24,11.95,11.84,11.8,665.00,0.01,0.0,J054742.66+311452.0,86.9277585,31.247783,0.041,0.0392,8.9,11.767,11.787,11.882,8.985,0.024,0.023,0.299,,0.022,0.02,0.022,864131801351002652,0000,0,00nn,AABU,26,51,49,54,0.012,0.047027
1055,1057,86.9338458,20.2323292,2.0,14.24,13.19,12.78,12.44,12.32,11.98,11.81,11.79,1.055.00,0.07,0.0,J054744.12+201356.4,86.9338722,20.2323369,0.0415,0.0384,171.4,11.715,11.736,12.05,8.456,0.023,0.023,0.367,,0.031,0.031,0.02,864119601351051847,d000,0,11nn,AACU,41,52,72,56,0.161,0.093436
54,54,86.933859,20.232323,2.0,14.24,13.19,12.78,12.44,12.32,11.98,11.81,11.79,54.00,0.07,0.0,J054744.12+201356.4,86.9338722,20.2323369,0.0415,0.0384,171.4,11.715,11.736,12.05,8.456,0.023,0.023,0.367,,0.031,0.031,0.02,864119601351051847,d000,0,11nn,AACU,41,52,72,56,0.161,0.067018
928,930,86.940797,31.132051,2.0,14.69,14.49,13.96,13.79,13.56,13.06,12.88,12.8,928.00,0.0,0.0,J054745.79+310755.3,86.940805,31.1320551,0.0467,0.0443,163.5,12.747,12.776,12.18,8.884,0.025,0.026,0.369,,0.022,0.024,0.027,864131801351002707,0000,0,00nn,AACU,-72,78,150,89,0.137,0.02863
376,377,86.9474544,22.3701056,2.0,14.02,15.85,13.32,13.09,12.94,12.36,12.26,12.16,376.00,0.01,0.0,J054747.39+222212.2,86.9474626,22.3700826,0.043,0.0409,12.5,12.132,12.152,11.851,8.886,0.024,0.024,,,0.024,0.03,0.018,863122701351022572,h000,0,nnnn,AAUU,55,63,2,71,0.098,0.087084
188,188,86.947459,22.370116,2.0,14.02,15.85,13.32,13.09,12.94,12.36,12.26,12.16,188.00,0.01,0.0,J054747.39+222212.2,86.9474626,22.3700826,0.043,0.0409,12.5,12.132,12.152,11.851,8.886,0.024,0.024,,,0.024,0.03,0.018,863122701351022572,h000,0,nnnn,AAUU,55,63,2,71,0.098,0.120762
604,606,86.99044,31.762813,2.0,14.52,14.64,14.25,14.06,13.97,13.55,13.51,13.36,604.00,0.0,0.0,J054757.70+314546.2,86.9904387,31.7628375,0.0527,0.0502,147.9,13.325,13.374,11.822,8.943,0.025,0.033,,,0.024,0.03,0.036,864131801351030645,0000,0,00nn,AAUU,-139,94,171,102,0.033,0.088395
712,714,87.010579,22.539441,2.0,15.56,15.4,14.88,14.67,14.45,13.82,13.67,13.57,712.00,0.0,0.0,J054802.54+223222.2,87.010586,22.5395145,0.0573,0.0563,123.7,13.472,13.659,12.424,8.898,0.027,0.038,,,0.024,0.037,0.039,863122701351023256,hh00,0,00nn,AAUU,2,129,-165,133,0.255,0.265564
707,709,87.021624,20.128748,2.0,13.41,13.26,13.11,12.82,12.69,12.26,12.16,12.12,707.00,0.01,0.0,J054805.19+200743.5,87.0216424,20.1287671,0.0434,0.04,175.8,12.038,12.059,11.826,8.679,0.023,0.024,0.315,,0.029,0.036,0.022,864119601351049087,0000,0,00nn,AABU,-22,65,16,73,0.079,0.092749
775,777,87.086859,21.500454,2.0,14.75,12.28,12.42,11.89,11.85,11.67,11.67,11.62,775.00,0.17,0.0,J054820.85+213001.6,87.0868849,21.500454,0.0415,0.0388,179.0,11.594,11.62,11.454,8.341,0.024,0.022,0.215,,0.023,0.031,0.02,871121201351041539,0000,0,00nn,AABU,-55,49,2,53,0.086,0.086605
783,785,87.0868689,21.5004469,2.0,14.75,12.28,12.42,11.89,11.85,11.67,11.67,11.62,783.00,0.17,0.0,J054820.85+213001.6,87.0868849,21.500454,0.0415,0.0388,179.0,11.594,11.62,11.454,8.341,0.024,0.022,0.215,,0.023,0.031,0.02,871121201351041539,0000,0,00nn,AABU,-55,49,2,53,0.086,0.059256
475,476,87.097916,22.16569,2.0,15.73,15.46,14.84,14.65,14.46,13.94,13.76,13.65,475.00,0.0,0.0,J054823.50+220956.3,87.0979255,22.1656496,0.0777,0.0673,22.9,13.617,13.6,11.842,8.775,0.033,0.044,,,0.029,0.043,0.041,863122701351000241,0000,0,nnnn,AAUU,,,,,0.174,0.148905
0,0,87.102499,22.314185,2.0,15.47,15.23,14.77,14.6,14.41,13.85,13.66,13.57,0.00,0.0,0.0,J054824.59+221851.4,87.1024922,22.314302,0.0569,0.0547,103.4,13.427,13.389,11.669,8.822,0.027,0.036,,,0.031,0.038,0.03,863122701351022737,0000,0,00nn,AAUU,86,108,106,122,0.404,0.421904
1029,1031,87.18089,21.506047,2.0,14.43,14.3,13.58,13.38,13.25,12.73,12.61,12.57,1.029.00,0.02,0.0,J054843.41+213021.5,87.1808805,21.5059921,0.0437,0.0434,86.9,12.44,12.489,12.242,8.371,0.025,0.025,0.43,,0.029,0.03,0.024,871121201351041792,d000,0,nnnn,AACU,73,67,-82,76,0.19,0.200109
605,607,87.192071,31.106372,2.0,14.72,14.75,14.31,14.15,13.94,13.47,13.32,13.36,605.00,0.0,0.0,J054846.13+310623.3,87.1922201,31.10649,0.048,0.0466,5.8,12.795,12.8,11.64,8.908,0.024,0.028,,,0.025,0.022,0.032,864131801351002093,hh00,1,11nn,AAUU,28,79,481,83,0.601,0.625854
375,376,87.2074908,20.0002761,2.0,13.44,13.82,13.17,12.95,12.82,12.46,12.38,12.35,375.00,0.0,0.0,J054849.79+200001.0,87.2074901,20.0002804,0.0451,0.0424,161.2,12.384,12.43,11.661,8.551,0.024,0.026,,,0.027,0.034,0.018,880119601351038377,0000,0,00nn,AAUU,28,67,48,78,0.028,0.015597
