VPHAS-OB1,RAJ2000,DEJ2000,umag,gmag,rmag,r2mag,imag,Hamag,Jmag,Hmag,Kmag,logTeff,A0,Rv,mu,chi2,OB,Halpha,SUB,LUM
7262,161.474264,-60.403461,19.847,19.316,17.628,17.617,16.565,17.214,14.598,13.971,13.56,4.383,6.259,4.131,14.53,2.43,1,0,0,0
7266,162.159059,-59.748036,16.094,16.01,14.653,14.651,13.874,14.313,12.338,11.909,11.761,4.46,4.951,3.904,13.55,6.53,1,0,0,0
7269,162.073381,-59.834349,20.245,19.647,17.933,17.923,16.907,17.567,15.037,14.389,14.216,4.369,5.97,3.877,14.99,3.06,1,0,0,0
7270,162.372202,-59.53964,16.818,17.478,16.8,16.871,16.379,16.816,15.363,14.899,14.84,4.459,3.552,5.181,16.79,1.76,1,0,1,0
7271,162.467579,-59.443976,15.744,15.492,14.212,14.206,13.432,13.888,12.124,11.736,11.563,4.327,4.351,3.647,12.21,3.07,1,0,0,0
7273,160.272274,-61.505471,15.262,15.655,15.045,15.046,14.674,14.792,14.132,13.969,13.84,4.317,2.333,3.7,14.65,0.68,1,0,0,0
7277,161.134872,-60.732594,16.281,16.386,15.391,15.376,14.78,15.103,13.823,13.39,13.294,4.349,3.669,3.872,14.18,5.53,1,0,0,0
7279,161.9778,-59.934917,19.43,18.96,16.98,17.104,15.95,16.478,13.859,13.225,12.838,4.556,6.706,3.889,15.6,4.16,1,1,0,0
7283,162.513013,-59.408999,16.212,16.065,14.888,14.877,14.166,14.582,12.99,12.643,12.442,4.326,4.047,3.665,13.14,1.51,1,0,0,0
7287,161.640484,-60.26849,18.787,18.359,16.65,16.665,15.631,16.276,13.552,12.971,12.594,4.418,6.367,4.194,13.84,1.21,1,0,0,0
7290,162.211652,-59.715709,14.447,14.613,13.678,13.678,13.123,13.393,12.114,11.883,11.766,4.366,3.445,3.761,12.83,3.75,1,0,0,0
7295,161.644213,-60.268729,20.108,19.589,17.798,17.866,16.839,17.316,14.721,14.024,13.646,4.355,6.429,4.278,14.31,2.94,1,1,0,0
7296,162.195382,-59.73372,16.851,16.545,15.184,15.169,14.388,14.855,12.833,12.398,12.246,4.316,4.775,3.881,12.7,7.55,1,0,0,0
7299,162.653565,-59.274984,16.485,16.229,14.987,14.995,14.221,14.685,12.995,12.626,12.397,4.3,4.177,3.636,12.87,2.09,1,0,0,0
7302,161.738538,-60.181937,17.474,17.3,15.998,16.004,15.271,15.745,13.763,13.235,13.018,4.308,4.753,4.209,13.44,0.79,1,0,0,0
7304,161.724577,-60.195837,13.568,14.004,13.288,13.28,12.833,13.057,12.01,11.733,11.628,4.386,3.098,4.24,12.91,1.16,1,0,0,0
7306,161.479428,-60.431574,15.205,15.485,14.583,14.588,14.029,14.33,12.999,12.677,12.478,4.387,3.665,4.209,13.74,0.28,1,0,0,0
7312,161.712078,-60.213711,13.192,13.636,12.958,12.918,12.493,12.687,11.669,11.389,11.238,4.367,3.101,4.441,12.36,0.97,1,0,0,0
7314,162.423265,-59.516308,19.972,19.47,17.953,17.95,17.054,17.594,15.589,15.046,14.753,4.309,4.984,3.652,15.26,2.17,1,0,0,0
7321,163.607783,-58.285658,17.745,18.039,16.995,16.983,16.344,16.715,15.212,14.753,14.91,4.548,4.194,4.054,17.55,6.03,1,0,1,0
7322,161.305012,-60.606119,13.091,13.407,12.653,12.581,12.109,12.325,11.396,11.145,10.974,4.372,3.027,3.81,12.2,6.04,1,0,0,0
7325,161.423475,-60.49836,12.811,13.367,12.643,12.633,12.157,12.359,11.272,10.967,10.841,4.483,3.395,4.429,13.07,1.04,1,0,0,0
7327,161.755805,-60.184608,19.546,19.336,17.939,17.941,17.266,17.108,15.929,15.336,14.95,4.325,4.601,3.871,15.77,7.51,1,1,0,0
7328,159.220111,-62.429254,17.011,17.008,16.028,15.839,15.349,15.544,14.326,14.099,13.781,4.311,3.636,3.799,14.43,7.53,1,0,0,0
7332,162.697387,-59.253844,17.832,17.689,16.533,16.556,15.802,16.232,14.676,14.303,14.078,4.321,4.008,3.674,14.75,2.82,1,0,0,0
7335,162.939654,-59.008374,14.528,14.585,13.691,13.693,13.131,13.433,12.309,12.088,12.007,4.305,3.029,3.431,12.61,2.62,1,0,0,0
7336,162.972767,-58.97423,18.001,17.978,16.812,16.791,16.092,16.546,14.189,14.204,13.826,4.31,4.764,4.642,14.2,1.26,1,0,0,0
7339,160.398373,-61.439177,15.412,15.543,14.688,14.679,14.175,14.422,13.382,13.19,13.098,4.315,2.923,3.47,13.79,1.52,1,0,0,0
7341,163.959524,-57.913194,19.064,18.977,17.709,17.704,16.987,17.372,15.854,15.547,15.184,4.42,4.198,3.487,16.86,1.17,1,0,1,0
7342,162.6216,-59.337958,14.416,14.44,13.297,13.302,12.631,13.009,11.493,11.161,11.036,4.413,4.005,3.634,12.5,2.52,1,0,0,0
7346,162.9605,-58.991797,17.712,17.536,16.375,16.356,15.648,16.076,14.422,14.078,13.832,4.296,4.075,3.787,14.29,1.99,1,0,0,0
7347,162.073641,-59.888314,20.551,19.986,18.432,18.41,17.504,18.381,15.567,15.211,14.858,4.306,5.592,4.085,15.14,3.59,1,0,0,0
7352,162.433865,-59.537612,17.692,17.312,15.832,15.835,14.968,15.478,13.396,12.894,12.684,4.34,5.069,3.802,13.35,1.78,1,0,0,0
7353,162.695147,-59.275612,14.856,15.143,14.449,14.444,13.973,14.229,13.313,13.14,13.003,4.32,2.659,3.673,13.79,2.84,1,0,0,0
7354,162.018125,-59.955667,19.134,18.499,16.555,16.552,15.408,16.156,13.365,12.642,12.392,4.541,6.75,3.801,14.92,7.13,1,0,0,0
7355,161.867902,-60.102004,19.39,19.221,17.964,17.965,17.232,17.311,15.876,15.262,14.937,4.305,4.617,4.168,15.5,2.49,1,1,0,0
7357,162.582667,-59.395386,18.007,17.655,16.272,16.275,15.44,15.945,14.089,13.634,13.258,4.301,4.668,3.763,13.75,5.92,1,0,0,0
7360,162.684629,-59.292421,12.529,13.024,12.378,12.345,11.917,12.12,11.369,11.204,11.107,4.45,2.643,3.563,13.12,3.73,1,0,0,0
7374,162.30625,-59.692807,20.167,19.563,17.965,17.953,16.996,17.643,15.216,14.742,14.6,4.317,5.383,3.728,14.99,3.41,1,0,0,0
7375,162.445913,-59.554557,16.736,16.458,14.907,14.905,14.002,14.523,12.33,11.813,11.609,4.473,5.486,3.814,13.51,3.63,1,0,0,0
7380,160.466101,-61.420312,16.216,16.527,15.719,15.713,15.294,15.368,14.432,14.191,14.314,4.354,2.889,3.707,15.26,0.64,1,0,0,0
7381,161.461683,-60.516992,18.827,18.508,17.018,17.036,16.095,16.675,14.449,13.848,13.403,4.356,5.514,4.156,14.27,7.54,1,0,0,0
7383,163.185596,-58.800812,20.24,19.916,18.203,18.25,17.294,17.928,15.761,15.013,14.961,4.528,5.573,3.62,17.45,6.33,1,0,1,0
7386,162.192308,-59.820791,15.622,15.552,14.359,14.353,13.658,14.064,12.367,11.932,11.782,4.348,4.313,3.93,12.58,2.52,1,0,0,0
7387,161.16319,-60.803211,16.255,16.279,14.946,14.96,14.191,14.52,12.801,12.347,12.143,4.52,4.843,3.884,14.66,0.63,1,0,0,0
7389,160.479119,-61.422641,17.007,17.191,16.3,16.287,15.818,16.012,15.176,14.854,14.825,4.352,2.85,3.283,15.87,2.35,1,0,0,0
7391,162.551413,-59.468148,20.135,19.156,16.983,16.986,15.726,16.292,13.346,12.589,12.222,4.422,7.41,3.85,13.42,1.19,1,1,0,0
7393,162.8725,-59.14073,12.624,13.169,12.835,12.793,12.568,12.666,12.358,12.374,12.317,4.302,1.399,3.148,13.09,3.74,1,0,0,0
7397,162.28912,-59.733119,19.019,18.464,16.86,16.877,15.926,16.522,14.254,13.659,13.478,4.311,5.387,3.788,13.83,4.99,1,0,0,0
7398,163.238311,-58.760739,20.003,19.542,18.038,17.962,17.147,17.741,15.634,15.092,15.09,4.334,5.026,3.679,15.55,3.4,1,0,0,0
7399,160.34212,-61.548911,13.688,14.255,13.845,13.807,13.538,13.386,13.261,13.073,13.069,4.33,1.816,3.653,14.01,5.85,1,1,0,0
7403,162.728273,-59.306027,16.958,16.887,15.827,15.827,15.181,15.56,14.201,13.979,13.71,4.311,3.511,3.483,14.4,4.31,1,0,0,0
7408,162.687128,-59.360648,16.452,16.477,15.412,15.398,14.772,15.121,13.732,13.444,13.189,4.346,3.736,3.715,14.12,2.69,1,0,0,0
7409,162.327136,-59.723857,16.409,16.985,16.032,15.966,15.448,15.745,14.396,13.974,13.821,4.626,4.064,4.425,17.67,2.27,1,0,1,0
7414,162.014751,-60.042048,19.267,18.618,16.773,16.767,15.657,16.411,13.44,12.73,12.425,4.376,6.75,4.146,13.19,2.91,1,0,0,0
7417,163.024553,-59.027178,20.356,19.696,18.108,18.104,17.126,17.749,15.44,15.046,14.961,4.309,5.251,3.593,15.19,6.76,1,0,0,0
7418,162.136096,-59.927103,20.112,19.426,17.384,17.331,16.108,16.838,13.689,12.965,12.534,4.536,7.559,4.098,14.92,2.56,1,0,0,0
7419,162.400889,-59.665493,16.01,16.032,14.882,14.874,14.207,14.57,13.048,12.691,12.497,4.395,4.097,3.767,13.8,0.35,1,0,0,0
7421,162.614441,-59.455444,19.94,19.069,17.197,17.188,16.085,16.826,14.17,13.564,13.314,4.327,6.086,3.622,13.76,3.93,1,0,0,0
7423,161.917325,-60.146243,17.168,16.9,15.464,15.458,14.627,15.174,13.007,12.495,12.206,4.349,5.183,4.067,12.95,0.03,1,0,0,0
7426,161.868639,-60.195557,13.649,14.05,13.301,13.302,12.84,13.077,11.941,11.66,11.489,4.362,3.233,4.412,12.55,0.09,1,0,0,0
7427,162.310443,-59.763964,17.682,17.174,15.637,15.646,14.761,15.296,13.199,12.719,12.483,4.301,5.002,3.663,12.86,0.81,1,0,0,0
7429,162.034914,-60.035259,20.446,19.634,17.451,17.451,16.146,17.017,13.576,12.802,12.432,4.535,7.88,4.04,14.74,4.25,1,0,0,0
7430,162.770689,-59.300843,14.066,14.215,13.269,13.267,12.679,12.99,11.817,11.55,11.423,4.38,3.347,3.547,12.67,1.85,1,0,0,0
7431,162.926363,-59.141426,17.562,17.367,16.236,16.187,15.506,15.939,14.27,14.067,13.926,4.295,3.877,3.599,14.32,7.02,1,0,0,0
7437,162.12413,-59.959075,19.975,19.871,18.436,18.424,17.571,17.927,15.8,15.05,14.635,4.4,5.836,4.658,15.84,2.44,1,1,1,0
7439,162.510486,-59.575881,16.367,16.283,15.123,15.131,14.436,14.805,13.208,12.864,12.679,4.333,4.086,3.803,13.4,0.69,1,0,0,0
7440,160.801846,-61.201985,17.441,17.522,16.623,16.631,16.085,16.271,15.197,15.057,14.787,4.297,3.121,3.633,15.38,1.7,1,0,0,0
7441,161.811648,-60.266277,20.233,19.845,18.138,18.085,17.137,17.513,15.729,15.101,14.816,4.559,5.478,3.419,17.84,5.29,1,1,1,0
7442,161.865197,-60.215091,20.356,19.873,18.179,18.189,17.382,17.242,15.614,15.052,14.771,4.337,5.456,3.843,15.42,7.51,1,1,0,0
7449,159.982032,-61.92953,15.724,16.383,15.796,15.778,15.444,15.537,14.969,14.763,15.042,4.512,2.406,3.54,17.48,3.4,1,0,1,0
7462,162.677798,-59.433335,17.005,16.722,15.424,15.422,14.646,15.11,13.3,12.958,12.734,4.313,4.361,3.649,13.27,2.1,1,0,0,0
7463,159.998424,-61.932057,15.011,15.625,15.088,15.06,14.757,14.822,14.362,14.149,14.162,4.424,2.211,3.584,15.93,1.35,1,0,0,0
7464,162.4849,-59.636724,14.06,14.206,13.246,13.26,12.697,12.98,11.77,11.502,11.363,4.357,3.379,3.668,12.39,0.23,1,0,0,0
7466,162.190615,-59.931037,19.724,19.149,17.408,17.411,16.4,17.081,14.45,13.781,13.499,4.351,6.114,4.014,14.15,1.14,1,0,0,0
7467,162.627719,-59.495811,20.881,19.915,17.976,17.967,16.838,17.519,14.659,14.099,13.734,4.298,6.48,3.822,13.9,1.79,1,0,0,0
7469,162.907361,-59.211333,18.953,18.911,17.702,17.688,16.98,17.373,15.631,15.066,14.991,4.362,4.574,4.141,15.83,0.95,1,0,1,0
7472,162.520253,-59.607389,16.896,16.754,15.592,15.604,14.922,15.282,13.692,13.379,13.174,4.3,3.975,3.752,13.65,0.48,1,0,0,0
7475,162.701499,-59.427454,17.016,16.745,15.308,15.304,14.448,14.976,12.998,12.567,12.375,4.416,4.903,3.626,13.79,2.62,1,0,0,0
7481,161.609584,-60.500928,16.878,16.84,15.627,15.636,14.899,15.319,13.505,13.07,12.819,4.363,4.583,4.139,13.75,0.14,1,0,0,0
7482,162.423005,-59.711918,20.167,19.661,18.047,18.04,17.14,17.681,15.078,14.586,14.452,4.312,5.795,4.174,14.65,6.85,1,0,0,0
7488,162.239191,-59.898321,19.901,19.48,18.002,18.012,17.162,17.74,15.556,15.129,14.976,4.304,4.959,3.796,15.27,0.79,1,0,0,0
7490,162.033725,-60.100037,20.267,19.848,18.187,18.202,17.23,17.644,15.247,14.658,14.306,4.393,6.113,4.192,15.35,0.39,1,1,0,0
7492,160.68535,-61.357741,17.852,17.813,16.641,16.597,16.03,16.279,15.009,14.427,14.281,4.331,3.97,3.803,15.03,4.87,1,0,0,0
7493,162.499162,-59.644613,16.253,15.951,14.558,14.583,13.759,14.225,12.346,11.964,11.763,4.35,4.615,3.613,12.59,1.41,1,0,0,0
7495,161.720383,-60.408713,12.63,13.14,12.614,12.615,12.3,12.434,11.922,11.766,11.707,4.339,2.018,3.527,12.73,1.4,1,0,0,0
7497,162.574007,-59.576311,13.734,14.084,13.182,13.197,12.667,12.924,11.779,11.579,11.454,4.481,3.35,3.646,13.7,1.33,1,0,0,0
7500,162.537383,-59.616302,19.905,19.518,18.103,18.052,17.262,17.688,15.814,15.37,15.029,4.311,4.795,3.758,15.57,0.98,1,0,0,0
7502,161.627616,-60.504657,14.207,14.418,13.34,13.374,12.637,13.052,11.42,11.023,10.844,4.51,4.363,4.068,13.28,2.16,1,0,0,0
7509,163.286505,-58.849852,19.538,19.11,17.595,17.65,16.864,17.314,15.614,15.104,14.762,4.307,4.435,3.383,15.44,5.91,1,0,0,0
7510,161.589298,-60.549361,20.707,19.951,18.119,18.166,17.056,17.632,14.931,14.202,13.677,4.3,6.552,4.234,13.95,6.81,1,0,0,0
7512,162.522152,-59.641458,15.656,15.343,13.811,13.817,12.924,13.434,11.366,10.973,10.725,4.449,5.159,3.607,12.45,1.88,1,0,0,0
7526,162.352176,-59.826392,18.966,18.859,17.417,17.449,16.556,17.164,14.852,14.316,14.009,4.468,5.541,4.217,15.87,0.09,1,0,1,0
7531,162.356656,-59.829684,16.428,16.871,15.822,15.848,15.178,15.529,13.791,13.385,13.305,4.613,4.487,4.469,16.91,2.66,1,0,1,0
7533,162.434521,-59.75266,18.214,17.572,15.826,15.82,14.768,15.23,12.924,12.369,11.938,4.339,5.951,3.832,12.58,6.13,1,1,0,0
7547,159.864361,-62.126697,13.487,14.259,13.845,13.841,13.623,13.628,13.347,13.341,13.434,4.494,1.717,3.127,15.93,5.76,1,0,0,0
7550,161.605281,-60.580575,18.977,18.812,17.5,17.501,16.786,17.154,15.503,15.138,14.862,4.357,4.351,3.663,15.84,0.21,1,0,0,0
7559,162.822161,-59.396834,13.553,13.891,13.072,13.068,12.534,12.821,11.845,11.62,11.552,4.46,3.036,3.427,13.61,3.7,1,0,0,0
7562,163.412754,-58.783019,17.699,17.681,16.601,16.609,15.953,16.3,14.826,14.513,14.38,4.333,3.821,3.761,15.1,0.93,1,0,0,0
7571,161.94108,-60.283543,20.438,19.951,18.387,18.373,17.466,18.115,15.773,15.13,14.805,4.337,5.539,4.001,15.47,1.73,1,0,0,0
7577,162.909984,-59.325548,16.132,16.294,15.406,15.399,14.862,15.157,14.025,13.757,13.604,4.333,3.183,3.688,14.45,1.1,1,0,0,0
7578,162.050719,-60.185967,18.847,18.826,17.646,17.617,17.08,16.622,15.886,15.207,14.937,4.297,4.235,4.29,15.46,7.36,1,1,1,0
7579,160.618783,-61.513107,12.579,13.269,13.014,13.002,12.811,12.807,12.661,12.589,12.56,4.318,1.35,3.668,13.46,1.46,1,0,0,0
7587,163.270659,-58.960385,18.638,18.351,17.058,17.054,16.294,16.757,14.99,14.523,14.423,4.298,4.367,3.729,14.76,2.47,1,0,0,0
7590,163.14471,-59.095937,15.81,15.708,14.604,14.607,13.932,14.312,12.851,12.534,12.344,4.308,3.76,3.629,12.92,1.32,1,0,0,0
7591,162.087957,-60.16142,20.278,19.671,17.96,17.965,16.962,17.255,15.394,14.653,14.434,4.36,5.603,3.638,15.27,4.77,1,1,0,0
7593,161.862082,-60.38336,17.945,17.407,15.571,15.581,14.422,15.18,12.031,11.332,10.891,4.419,7.163,4.416,12.05,2.81,1,0,0,0
7595,162.231801,-60.028361,17.723,17.847,16.932,16.892,16.385,16.706,15.469,15.083,14.962,4.31,3.365,3.912,15.58,1.03,1,0,0,0
7604,160.924557,-61.265916,13.576,13.975,13.366,13.361,12.967,13.115,12.473,12.252,12.215,4.335,2.343,3.596,13.14,3.54,1,0,0,0
7609,161.85961,-60.405811,20.472,19.558,17.623,17.634,16.357,17.27,13.726,12.92,12.444,4.3,7.601,4.537,12.46,3.83,1,0,0,0
7613,162.333557,-59.953044,14.65,14.878,14.022,14.02,13.527,13.755,12.673,12.459,12.305,4.346,3.112,3.742,13.27,0.45,1,0,0,0
7614,161.901807,-60.375136,19.335,19.05,17.578,17.556,16.667,17.196,14.787,14.293,13.876,4.352,5.711,4.38,14.6,1.79,1,0,0,0
7618,161.989698,-60.29454,19.6,19.099,17.488,17.493,16.539,17.154,14.631,14.118,13.804,4.325,5.75,4.057,14.25,1.81,1,0,0,0
7620,163.04514,-59.240375,14.511,14.757,13.778,13.855,13.299,13.561,12.408,12.127,11.975,4.394,3.359,3.696,13.35,1.65,1,0,0,0
7621,162.696158,-59.598878,16.618,16.332,14.978,14.984,14.201,14.613,12.772,12.35,12.124,4.318,4.615,3.791,12.67,0.44,1,0,0,0
7623,162.546399,-59.751779,15.311,15.104,13.918,13.898,13.185,13.608,12.049,11.737,11.576,4.318,3.915,3.473,12.21,3.17,1,0,0,1
7625,161.014743,-61.214143,17.085,17.261,16.336,16.336,15.763,16.048,14.917,14.54,14.768,4.378,3.328,3.612,15.73,7.25,1,0,0,0
7627,162.625971,-59.677098,20.638,19.852,17.963,17.992,16.973,17.627,15.14,14.596,14.441,4.359,5.8,3.49,15.17,2.28,1,0,0,0
7628,160.615286,-61.574367,12.927,13.563,13.267,13.217,13.003,12.891,12.926,12.844,12.769,4.331,1.36,3.165,13.85,6.44,1,1,0,0
7630,162.902457,-59.401575,17.243,17.054,15.789,15.776,15.04,15.477,13.753,13.344,13.164,4.334,4.34,3.726,13.87,0.96,1,0,0,0
7636,162.974939,-59.334256,13.769,14.206,13.458,13.45,13.005,13.222,12.308,12.047,11.957,4.42,2.95,3.807,13.61,0.71,1,0,0,0
7638,162.915735,-59.396213,14.167,14.443,13.712,13.696,13.252,13.489,12.58,12.302,12.262,4.321,2.736,3.708,13.01,3.09,1,0,0,0
7639,162.634044,-59.683627,14.846,14.9,13.776,13.788,13.12,13.461,12.034,11.737,11.567,4.416,3.907,3.6,13.09,0.61,1,0,0,0
7645,163.092432,-59.22259,17.12,17.199,16.269,16.291,15.706,16.031,14.843,14.497,14.334,4.307,3.29,3.725,14.96,1.72,1,0,0,0
7647,162.2315,-60.093609,20.255,19.486,17.691,17.657,16.604,17.299,14.441,13.795,13.441,4.304,6.453,4.121,13.64,1.77,1,0,0,0
7649,162.784021,-59.54296,18.889,18.231,16.484,16.474,15.407,16.082,13.536,12.993,12.702,4.366,5.948,3.729,13.53,3.82,1,0,0,0
7655,163.006467,-59.322358,15.705,15.865,15.036,15.027,14.528,14.813,13.776,13.552,13.446,4.316,2.899,3.533,14.17,1.16,1,0,0,0
7659,162.416079,-59.922445,15.574,15.517,14.393,14.392,13.752,14.077,12.776,12.416,12.262,4.337,3.674,3.501,13.1,2.21,1,0,0,0
7660,161.867847,-60.45759,16.775,16.827,15.763,15.755,15.062,15.468,13.709,13.223,13.001,4.327,4.421,4.518,13.61,1.27,1,0,0,0
7661,162.91023,-59.425562,16.899,16.689,15.479,15.458,14.747,15.176,13.522,13.121,12.991,4.309,4.116,3.665,13.5,3.77,1,0,0,0
7662,163.150748,-59.177381,15.404,15.506,14.59,14.576,14.018,14.329,13.133,12.93,12.751,4.328,3.217,3.581,13.56,2.5,1,0,0,0
7663,163.149109,-59.179512,17.292,17.315,16.377,16.294,15.75,16.001,14.787,14.583,14.34,4.302,3.412,3.728,14.9,3.8,1,0,0,0
7668,162.808077,-59.53449,14.935,14.974,13.918,13.918,13.287,13.629,12.333,12.053,11.903,4.371,3.571,3.491,13.05,1.11,1,0,0,0
7677,161.889253,-60.449107,13.713,13.978,13.113,13.105,12.545,12.866,11.5,11.159,10.973,4.359,3.654,4.353,11.96,0.79,1,0,0,0
7679,160.055538,-62.102614,12.966,13.718,13.382,13.367,13.167,13.152,12.981,12.95,12.954,4.406,1.512,3.267,14.63,0.77,1,0,0,0
7680,161.318345,-60.986862,19.861,19.694,18.265,18.269,17.524,17.887,15.678,15.034,14.975,4.322,5.419,4.568,15.27,6.95,1,0,1,0
7683,163.876893,-58.416047,17.746,17.532,16.24,16.229,15.431,15.905,14.164,13.788,13.641,4.371,4.4,3.573,14.65,4.0,1,0,0,0
7685,162.810058,-59.544428,15.593,15.565,14.511,14.508,13.862,14.226,12.829,12.561,12.41,4.334,3.62,3.566,13.2,2.13,1,0,0,0
7688,161.905482,-60.440569,16.372,16.329,14.754,14.751,13.676,14.382,11.335,10.509,10.062,4.514,7.199,5.138,12.18,1.22,1,0,0,0
7689,161.942624,-60.409997,20.417,19.07,16.399,16.371,14.675,15.905,11.356,10.232,9.6,4.509,10.133,4.318,11.4,5.29,1,0,0,0
7693,161.007066,-61.282739,15.781,16.088,15.431,15.422,15.002,15.187,14.493,14.266,14.068,4.306,2.429,3.586,14.85,4.66,1,0,0,0
7694,162.606368,-59.760733,19.11,19.068,17.924,17.903,17.232,17.615,16.073,15.458,15.277,4.331,4.282,4.1,15.99,2.59,1,0,1,0
7708,162.8647,-59.522346,16.195,16.047,14.742,14.737,13.956,14.419,12.62,12.277,12.122,4.428,4.509,3.587,13.67,4.91,1,0,0,0
7711,162.056688,-60.328261,15.899,15.953,14.963,14.963,14.342,14.693,13.116,12.797,12.585,4.306,3.893,4.238,13.08,1.68,1,0,0,0
7713,162.262455,-60.131053,14.083,14.312,13.553,13.541,13.08,13.311,12.278,11.991,11.889,4.295,2.937,3.988,12.42,1.01,1,0,0,0
7714,162.830371,-59.564092,16.489,16.276,15.087,15.084,14.353,14.786,13.151,12.801,12.629,4.299,4.025,3.64,13.08,2.21,1,0,0,0
7715,163.121474,-59.264786,15.821,15.951,14.945,14.952,14.355,14.679,13.403,13.111,12.942,4.382,3.562,3.668,14.19,0.56,1,0,0,0
7718,162.586369,-59.813203,15.469,15.054,13.529,13.542,12.67,13.162,11.048,10.573,10.358,4.345,5.128,3.748,11.07,2.61,1,0,0,1
7720,162.185929,-60.215276,19.65,19.51,18.041,18.003,17.173,17.552,15.079,14.534,14.257,4.378,6.005,4.742,15.05,3.04,1,0,1,0
7724,162.456664,-59.950681,13.096,13.593,13.117,13.108,12.807,12.916,12.346,12.245,12.251,4.324,1.978,3.63,13.09,3.44,1,0,0,0
7725,163.437534,-58.944833,20.697,19.772,17.778,17.775,16.721,17.366,14.822,14.119,13.788,4.328,6.21,3.624,14.31,4.58,1,0,0,0
7735,162.187719,-60.225575,12.782,13.399,13.007,13.008,12.748,12.832,12.272,12.133,12.075,4.316,1.997,4.465,12.85,0.48,1,0,0,0
7737,163.817798,-58.549556,20.34,19.828,18.305,18.301,17.422,17.986,15.896,15.379,15.037,4.303,5.044,3.721,15.5,0.77,1,0,0,0
7740,161.116854,-61.239141,12.643,13.294,13.004,13.013,12.794,12.835,12.618,12.619,12.59,4.327,1.331,3.264,13.57,1.52,1,0,0,0
7741,162.763408,-59.661272,19.199,18.567,16.925,16.913,15.967,16.558,14.205,13.67,13.555,4.301,5.419,3.708,13.78,5.92,1,0,0,0
7743,164.28848,-58.036882,19.288,18.907,17.404,17.498,16.522,16.942,15.166,14.548,14.359,4.369,4.98,3.625,15.33,6.33,1,1,0,0
7744,163.229008,-59.18628,20.45,19.923,18.354,18.357,17.432,18.002,15.748,15.374,14.89,4.326,5.34,3.802,15.52,1.71,1,0,0,0
7746,162.110811,-60.313794,20.486,18.99,16.433,16.39,14.865,15.913,11.78,10.864,10.333,4.369,9.088,4.067,10.82,4.57,1,0,0,1
7752,162.073313,-60.356353,18.598,18.216,16.778,16.776,15.921,16.423,14.157,13.66,13.444,4.297,5.254,4.148,13.67,4.15,1,0,0,0
7754,163.439788,-58.977256,16.464,16.455,15.347,15.332,14.665,15.054,13.635,13.286,13.136,4.371,3.822,3.577,14.26,2.09,1,0,0,0
7756,163.038009,-59.398187,15.23,15.341,14.255,14.246,13.613,13.963,12.551,12.25,12.132,4.445,3.858,3.601,13.94,2.31,1,0,0,0
7762,163.16419,-59.271719,16.706,16.745,15.725,15.717,15.074,15.415,14.046,13.656,13.473,4.334,3.771,3.88,14.26,2.72,1,0,0,0
7764,160.996984,-61.368963,18.028,18.211,17.105,17.084,16.508,16.789,15.592,15.291,15.181,4.517,3.673,3.385,17.82,0.38,1,0,1,0
7765,163.540397,-58.877836,14.717,15.004,14.372,14.311,13.901,14.087,13.472,13.335,13.235,4.323,2.229,3.148,14.13,7.32,1,0,0,0
7766,163.232027,-59.204039,16.102,16.286,15.391,15.399,14.848,15.146,14.023,13.716,13.64,4.355,3.21,3.646,14.65,1.95,1,0,0,0
7771,163.202575,-59.2386,14.754,15.103,14.283,14.287,13.786,14.041,12.999,12.823,12.694,4.427,3.077,3.625,14.41,1.28,1,0,0,0
7776,163.202152,-59.244262,16.016,16.216,15.367,15.372,14.849,15.137,14.057,13.825,13.731,4.343,3.028,3.592,14.66,1.01,1,0,0,0
7781,161.675427,-60.759109,15.473,15.643,14.684,14.696,14.12,14.421,13.154,12.875,12.695,4.366,3.504,3.809,13.79,0.37,1,0,0,0
7782,162.206625,-60.255109,19.302,19.203,17.983,17.983,17.225,17.717,15.975,15.268,15.071,4.342,4.63,4.16,15.85,3.93,1,0,1,0
7784,162.704477,-59.764551,18.005,17.622,16.125,16.127,15.247,15.79,13.696,13.283,13.049,4.368,5.021,3.649,14.0,2.0,1,0,0,0
7787,161.913377,-60.546,12.498,13.07,12.505,12.536,12.191,12.286,11.655,11.46,11.379,4.375,2.384,4.021,12.66,0.53,1,0,0,0
7789,162.355892,-60.117324,15.009,15.314,14.41,14.397,13.881,14.139,12.944,12.637,12.536,4.42,3.481,3.905,14.11,1.56,1,0,0,0
7790,160.332626,-61.981071,16.566,17.006,16.39,16.383,16.025,16.138,15.402,14.952,14.97,4.313,2.644,4.381,15.67,4.83,1,0,1,0
7793,161.625949,-60.822343,15.274,15.456,14.398,14.414,13.801,14.134,12.785,12.456,12.278,4.431,3.801,3.761,13.97,0.44,1,0,0,0
7795,163.363508,-59.100227,17.42,17.471,16.404,16.419,15.773,16.135,14.635,14.264,14.148,4.352,3.896,3.898,15.03,0.64,1,0,0,0
7797,162.863375,-59.618863,18.015,17.665,16.277,16.265,15.467,15.962,14.169,13.741,13.595,4.33,4.452,3.487,14.25,2.29,1,0,0,0
7801,163.170446,-59.31076,14.662,14.935,14.2,14.186,13.73,13.964,13.044,12.83,12.754,4.329,2.733,3.632,13.59,1.75,1,0,0,0
7810,163.916767,-58.527891,14.65,14.455,13.272,13.245,12.532,12.921,11.414,11.073,10.861,4.309,3.951,3.558,11.44,3.08,1,0,0,1
