_RAJ2000,_DEJ2000,Cluster,MG,ymag,e_ymag,b-y,e_b-y,y-Ha,e_y-Ha,WHa05,WHa06,WHa07,vsini,e_vsini,Teff,e_Teff,logg,e_logg,loggP,Mass,e_Mass,Rad,e_Rad,Vc,SB?,Code,clean,umag,e_umag,gmag,e_gmag,Hamag,e_Hamag,rmag,e_rmag,imag,e_imag,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag
118.9122917,-27.95075,NGC 2483,271,13.745,0.028,0.332,0.038,0.525,0.05,,,,,,,,,,,,,,,,,O,false,14.15,0.0,14.01,0.0,,,,,,,12.431,12.488,12.287,9.051,12.721,12.421,12.387,0.023,0.025,0.441,,0.023,0.022,0.021
118.9156667,-27.8275,NGC 2483,57,14.276,0.035,0.332,0.047,0.321,0.061,,,,,,,,,,,,,,,,,O,true,14.92,0.0,14.48,0.0,13.91,0.0,14.04,0.0,13.78,0.0,13.091,13.122,12.697,8.606,13.311,13.167,13.06,0.024,0.028,,,0.024,0.023,0.037
118.9162917,-27.8795833,NGC 2483,135,11.409,0.016,0.59,0.026,0.814,0.036,,,,,,,,,,,,,,,,,O,false,12.91,0.0,,,,,,,,,8.97,9.051,8.99,8.592,9.669,9.184,9.051,0.023,0.021,0.03,0.355,0.024,0.025,0.021
118.920875,-27.9634167,NGC 2483,290,13.561,0.026,0.245,0.035,0.376,0.049,,,,,,,,,,,,,,,,,Be?,false,13.91,0.0,,,,,13.32,0.0,13.1,0.0,12.543,12.561,12.336,8.611,12.784,12.606,12.543,0.024,0.025,,,0.024,0.023,0.027
118.9210833,-28.0055278,NGC 2483,355,14.431,0.037,0.432,0.051,0.591,0.061,,,,,,,,,,,,,,,,,O,false,15.03,0.0,,,,,14.07,0.0,13.73,0.0,12.747,12.785,12.368,8.4,13.185,12.867,12.823,0.024,0.026,0.419,,0.024,0.023,0.029
118.9244167,-27.9304444,NGC 2483,238,12.507,0.023,0.821,0.036,1.028,0.04,,,,,,,,,,,,,,,,,O,false,14.42,0.0,13.16,0.0,,,,,,,9.249,9.298,9.123,8.998,10.044,9.464,9.355,0.022,0.02,0.034,,0.022,0.022,0.023
118.926875,-27.8529722,NGC 2483,99,13.826,0.033,0.919,0.05,1.089,0.051,,,,,,,,,,,,,,,,,O,false,16.03,0.01,14.55,0.0,,,13.1,0.0,12.39,0.0,10.217,10.285,10.108,8.535,11.115,10.526,10.347,0.024,0.021,0.056,,0.023,0.022,0.021
118.92725,-27.8379444,NGC 2483,76,13.586,0.031,1.026,0.05,1.197,0.048,,,,,,,,,,,,,,,,,O,false,16.43,0.01,14.41,0.0,12.41,0.0,12.76,0.0,12.0,0.0,9.504,9.589,9.368,8.62,10.567,9.868,9.651,0.024,0.021,0.038,,0.023,0.022,0.023
118.9304167,-27.9071667,NGC 2483,197,12.538,0.021,0.659,0.033,0.893,0.04,,,,,,,,,,,,,,,,,O,false,14.21,0.0,13.09,0.0,,,,,11.46,0.0,9.782,9.862,9.75,8.976,10.574,10.037,9.878,0.023,0.02,0.05,0.53,0.024,0.022,0.023
118.93125,-27.8918056,NGC 2483,168,14.246,0.034,0.363,0.046,0.557,0.057,,,,,,,,,,,,,,,,,O,false,14.71,0.0,14.5,0.0,,,13.9,0.0,13.58,0.0,12.707,12.856,12.61,9.159,13.113,12.892,12.778,0.024,0.026,,,0.024,0.025,0.026
