,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,umag_gmag_rmag,umag_gmag_imag,umag_gmag_Hamag,umag_rmag_imag,umag_rmag_Hamag,umag_imag_Hamag,gmag_rmag_imag,gmag_rmag_Hamag,gmag_imag_Hamag,rmag_imag_Hamag,Jmag_Hmag_Kmag,outlier_columns,vsini,DEJ2000,e_gmag,Mass,e_y-Ha,e_rmag,e_logg,WHa06,clean,y-Ha,Rad,e_Mass,e_umag,e_Teff,e_vsini,b-y,MG,ymag,e_imag,Cluster,e_Hamag,e_ymag,e_Kmag,e_b-y,Teff,logg,Vc,WHa05,e_Jmag,RAJ2000,loggP,e_Rad,WHa07,SB?,e_Hmag,Code
2713,16.57,14.7,12.85,12.04,12.47,10.359,9.581,9.304,0.9970562770562783,0.1744444444444455,0.7341588785046749,2.7347368421052636,3.350654205607478,5.068504672897199,1.3810526315789469,1.6742056074766356,2.9794859813084122,0.9305607476635523,0.5426405228758181,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag,,-32.4810556,0.0,,0.06,0.0,,,True,1.21,,,0.01,,,1.151,111,13.829,0.0,Trumpler 28,0.0,0.029,0.023,0.051,,,,,0.026,264.2219583,,,,,0.026,O
2717,16.92,14.88,12.99,12.16,12.61,10.454,9.641,9.436,1.1481818181818189,0.30619883040935747,0.8837850467289725,2.920409356725148,3.5606542056074773,5.323551401869159,1.4094736842105269,1.7142056074766359,3.0543457943925234,0.9561682242990653,0.6388169934640529,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-32.5377222,0.0,,0.06,0.0,,,False,1.241,,,0.01,,,1.185,173,13.998,0.0,Trumpler 28,0.0,0.029,0.038,0.052,,,,,0.024,264.2342083,,,,,0.031,O
2718,20.66,16.88,14.0,12.59,13.46,9.7,8.521,8.118,2.421038961038963,1.04543859649123,2.0380373831775724,4.944912280701755,6.135140186915889,9.159532710280375,2.063684210526315,2.63018691588785,4.936401869158878,1.6539252336448602,0.8365816993464034,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag | Jmag_Hmag_Kmag,,-32.4439722,0.01,,0.098,0.0,,,False,1.66,,,0.13,,,0.907,62,15.233,0.01,Trumpler 28,0.0,0.071,0.031,0.111,,,,,0.03,264.2351667,,,,,0.034,O
2720,15.9,15.54,14.52,14.14,14.28,13.394,13.026,10.992,-0.12129870129869985,-0.5323976608187112,-0.28177570093457793,0.9177777777777798,1.1467289719626175,1.9353271028037367,0.8000000000000002,0.9089719626168219,1.5040186915887828,0.41925233644859683,-1.3602352941176457,Jmag_Hmag_Kmag,,-32.5629167,0.0,,0.081,0.0,,,False,0.663,,,0.01,,,0.535,194,15.08,0.01,Trumpler 28,0.0,0.046,,0.066,,,,,0.04,264.2377083,,,,,0.034,O
2725,17.37,15.6,13.7,12.83,13.31,11.152,10.225,9.803,0.8734632034632047,0.004327485380118734,0.6035981308411236,2.6117543859649155,3.2909345794392553,5.141121495327104,1.396315789473685,1.7195794392523374,3.1266355140186914,1.0045794392523357,0.5684379084967327,umag_gmag_rmag | umag_rmag_Hamag | umag_imag_Hamag,,-32.5876111,0.01,,0.07,0.0,,,True,1.245,,,0.01,,,1.242,223,14.678,0.0,Trumpler 28,0.0,0.04,,0.07,,,,,,264.2569167,,,,,0.037,O
2735,16.52,15.64,14.59,13.88,14.34,12.706,12.328,10.368,0.38454545454545325,-0.24187134502924046,0.21785046728971846,1.0663742690058489,1.6870093457943922,3.2160747663551374,0.6389473684210539,0.9343457943925241,2.1017757009345783,0.8389719626168213,-1.2873594771241819,Jmag_Hmag_Kmag,,-32.4676389,0.0,,0.083,0.01,,,False,0.666,,,0.01,,,0.705,93,15.092,0.0,Trumpler 28,0.0,0.047,,0.07,,,,,0.046,264.27675,,,,,0.073,O
2740,17.13,15.18,13.4,12.38,12.97,10.686,9.899,9.665,1.1100865800865798,0.16520467836257335,0.8243457943925234,2.4892982456140347,3.312056074766354,5.488878504672895,1.189473684210526,1.5810747663551397,3.2383644859813074,1.185420560747663,0.5881764705882362,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-32.5010278,0.0,,0.064,0.0,,,True,1.371,,,0.01,,,1.209,135,14.313,0.0,Trumpler 28,0.0,0.035,0.029,0.06,,,,,0.023,264.291875,,,,,0.027,O
2741,17.32,15.44,13.74,12.77,13.32,11.159,10.436,10.218,1.077835497835499,0.1780701754385976,0.8001869158878518,2.400116959064327,3.1717757009345795,5.238785046728974,1.138421052631578,1.5057009345794385,3.0786448598130844,1.1242056074766364,0.5377712418300662,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-32.4864722,0.0,,0.067,0.0,,,True,1.221,,,0.01,,,1.191,120,14.623,0.0,Trumpler 28,0.0,0.037,0.034,0.064,,,,,0.024,264.2936667,,,,,0.029,O
2742,16.51,14.85,13.36,12.51,12.97,11.178,10.461,10.302,0.9569264069264088,0.16842105263158125,0.7024299065420587,2.116081871345032,2.7709345794392557,4.576074766355143,0.9978947368421058,1.3095794392523372,2.6817757009345797,0.9789719626168223,0.5819019607843137,umag_gmag_rmag | umag_gmag_Hamag,,-32.5094722,0.0,,0.063,0.0,,,True,1.078,,,0.01,,,0.974,149,14.108,0.0,Trumpler 28,0.0,0.032,0.025,0.051,,,,,0.024,264.298375,,,,,0.025,O
2743,17.19,15.14,13.42,12.46,13.0,10.873,10.152,9.914,1.238398268398269,0.3416959064327496,0.9600000000000006,2.6022807017543887,3.361775700934581,5.40626168224299,1.1642105263157907,1.52570093457944,3.081214953271027,1.1114018691588774,0.5187777777777782,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-32.4813333,0.0,,0.063,0.0,,,True,1.234,,,0.01,,,1.162,112,14.312,0.0,Trumpler 28,0.0,0.033,0.021,0.057,,,,,0.023,264.299375,,,,,0.027,O
2749,16.94,15.8,13.98,12.85,13.57,11.09,10.644,10.412,0.2812121212121217,-0.740409356725146,0.004158878504673558,1.585497076023392,2.5614953271028047,4.991682242990656,1.1657894736842105,1.6303271028037385,3.484953271028039,1.3318691588785057,0.2488758169934644,gmag_imag_Hamag,,-32.4840278,0.0,,0.072,0.0,,,True,1.277,,,0.01,,,1.308,117,14.941,0.0,Trumpler 28,0.0,0.042,0.05,0.075,,,,,0.032,264.3185417,,,,,0.044,O
2750,18.6,15.82,13.67,12.5,13.21,10.497,9.607,9.329,1.7654978354978366,0.6637426900584806,1.4506074766355157,3.5068421052631598,4.482897196261685,6.989158878504675,1.472631578947369,1.9371962616822438,3.847523364485982,1.3690654205607478,0.6537908496732043,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,,-32.5528056,0.0,,0.068,0.0,,,True,1.501,,,0.03,,,1.439,186,14.762,0.0,Trumpler 28,0.0,0.04,0.023,0.074,,,,,0.023,264.3190417,,,,,0.025,O
2757,18.1,15.94,14.09,13.01,13.61,11.124,10.264,9.991,1.2870562770562792,0.2923391812865521,0.9732242990654227,2.6963157894736858,3.543457943925235,5.841401869158879,1.224736842105263,1.6279439252336443,3.375794392523364,1.2482242990654204,0.628039215686276,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-32.4359444,0.01,,0.074,0.0,,,False,1.319,,,0.02,,,1.311,56,14.973,0.01,Trumpler 28,0.01,0.044,0.026,0.077,,,,,0.023,264.3450833,,,,,0.024,O
2758,16.67,15.93,14.99,14.33,14.79,13.345,12.995,11.936,0.29645021645021874,-0.27988304093567007,0.15934579439252516,0.8771929824561419,1.4856074766355145,2.9160747663551403,0.5578947368421048,0.8474766355140178,1.9417757009345784,0.7889719626168223,-0.5498039215686252,Jmag_Hmag_Kmag,,-32.4573333,0.0,,0.094,0.01,,,True,0.581,,,0.01,,,0.546,79,15.496,0.01,Trumpler 28,0.01,0.055,,0.079,,,,,0.055,264.365,,,,,0.045,O
2763,16.33,15.87,14.91,14.35,14.57,13.555,13.157,12.126,0.007012987012986582,-0.5088888888888894,-0.20214953271028058,0.7388304093567228,1.0895327102803722,2.255514018691588,0.6357894736842093,0.802710280373831,1.6834579439252337,0.6216822429906549,-0.4780130718954255,Jmag_Hmag_Kmag,,-31.4316667,0.01,,0.073,0.01,,,False,0.812,,,0.01,,,0.619,72,15.404,0.01,NGC 6425,0.01,0.048,,0.069,,,,,0.053,266.672875,,,,,0.05,O
2764,17.23,16.56,15.57,15.0,15.22,14.181,12.644,11.977,0.20285714285714534,-0.324385964912278,-0.012523364485978461,0.9666666666666667,1.31981308411215,2.50551401869159,0.6599999999999984,0.8280841121495314,1.7234579439252329,0.6316822429906547,0.9702679738562084,Jmag_Hmag_Kmag,,-31.4900278,0.01,,0.095,0.0,,,True,0.771,,,0.01,,,0.621,144,16.093,0.01,NGC 6425,0.0,0.065,,0.095,,,,,0.055,266.6729583,,,,,,O
2772,16.97,16.5,15.28,14.62,14.94,13.529,11.429,10.775,-0.10567099567099703,-0.7283625730994168,-0.3245794392523377,0.8871929824561399,1.3595327102803736,2.750747663551402,0.8378947368421059,1.0627102803738326,2.1177570093457954,0.7497196261682245,1.5443137254901957,Jmag_Hmag_Kmag,,-31.3950278,0.01,,0.108,0.0,,,True,0.892,,,0.01,,,0.748,48,15.839,0.01,NGC 6425,0.0,0.07,,0.103,,,,,0.025,266.7353333,,,,,,O
2773,15.71,15.3,14.43,13.86,14.09,13.001,12.523,10.693,-0.0005194805194808083,-0.5078947368421058,-0.20630841121495347,0.5866666666666677,0.9495327102803752,2.138037383177572,0.5400000000000009,0.7127102803738329,1.6108878504672912,0.6344859813084116,-1.0769019607843138,Jmag_Hmag_Kmag,,-31.6281111,0.01,,0.048,0.01,,,False,0.757,,,0.01,,,0.567,300,14.882,0.01,NGC 6425,0.01,0.03,,0.043,,,,,0.071,266.7384583,,,,,0.045,O
2778,17.62,15.88,14.09,13.02,13.76,11.186,10.631,10.388,0.8953679653679653,-0.08304093567251503,0.6601869158878504,2.228479532163744,3.2092523364485994,5.526728971962618,1.1705263157894745,1.6373364485981319,3.409813084112151,1.277476635514019,0.34852941176470537,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-31.6073333,0.01,,0.048,0.0,,,True,1.159,,,0.01,,,1.174,287,14.948,0.0,NGC 6425,0.0,0.033,0.037,0.052,,,,,0.056,266.7547083,,,,,0.03,O
2780,15.69,15.48,14.51,13.97,14.2,13.016,12.272,12.527,-0.24770562770562887,-0.7525146198830416,-0.4419626168224313,0.523157894736843,0.878691588785046,2.0080373831775673,0.6573684210526327,0.8265887850467294,1.6808878504672884,0.60448598130841,0.9606666666666656,Jmag_Hmag_Kmag,,-31.4631667,0.01,,0.047,0.01,,,True,0.812,,,0.01,,,0.606,115,14.775,0.0,NGC 6425,0.01,0.029,0.077,0.041,,,,,,266.7613333,,,,,,O
2788,15.9,15.67,14.76,14.18,14.46,13.382,13.012,11.134,-0.199393939393939,-0.7197660818713446,-0.3863084112149523,0.43450292397660883,0.8484112149532728,2.070654205607479,0.5742105263157896,0.7712149532710287,1.6980373831775712,0.6585046728971966,-1.2256862745098045,Jmag_Hmag_Kmag,,-31.6086111,0.01,,0.084,0.01,,,True,0.708,,,0.01,,,0.561,288,15.181,0.01,NGC 6425,0.01,0.056,,0.081,,,,,0.031,266.8182917,,,,,0.051,O
2795,16.59,14.88,13.44,12.68,13.02,11.336,10.717,10.486,1.030519480519479,0.30766081871344886,0.7626168224299053,2.225555555555556,2.74177570093458,4.335794392523364,1.0000000000000013,1.2457009345794405,2.4526168224299076,0.8553271028037381,0.4227254901960783,umag_gmag_rmag | umag_gmag_Hamag,,-31.4378889,0.01,,0.054,0.01,,,False,1.116,,,0.01,,,0.925,80,14.176,0.01,NGC 6425,0.01,0.036,0.028,0.055,,,,,0.023,266.8685,,,,,0.029,O
2811,17.86,15.85,13.88,12.81,13.46,11.034,10.225,9.964,1.0804329004329007,0.07222222222222285,0.7926635514018698,2.6784795321637414,3.571775700934578,5.864018691588784,1.3505263157894725,1.7757009345794381,3.522943925233644,1.252242990654206,0.5872352941176489,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag,,-8.28975,0.0,,0.065,0.0,,,True,1.394,,,0.02,,,1.279,217,14.858,0.0,NGC 6664,0.0,0.043,0.022,0.064,,,,,0.025,279.05725,,,,,0.024,O
2812,18.55,16.05,13.98,12.87,13.52,11.015,10.198,9.954,1.5232467532467533,0.4729824561403504,1.2113551401869156,3.2198245614035077,4.122897196261682,6.494018691588787,1.4273684210526314,1.857196261682243,3.6629439252336464,1.292242990654207,0.6096797385620919,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag,,-8.2495833,0.0,,0.066,0.0,,,True,1.53,,,0.03,,,1.412,165,15.03,0.0,NGC 6664,0.0,0.046,0.025,0.069,,,,,0.025,279.0612917,,,,,0.023,O
2817,16.78,15.16,13.39,12.41,12.97,10.794,10.119,9.89,0.7848051948051961,-0.13292397660818578,0.5045327102803754,2.1979532163742697,2.98177570093458,5.071308411214955,1.2026315789473678,1.5757009345794388,3.1660747663551403,1.137009345794393,0.48042483660130864,umag_gmag_rmag,,-8.3061111,0.0,,0.055,0.0,,,True,1.272,,,0.01,,,1.171,230,14.264,0.0,NGC 6664,0.0,0.035,0.017,0.052,,,,,0.017,279.085625,,,,,0.018,O
2827,17.18,15.33,13.49,12.44,13.07,10.788,10.0,9.789,0.9817748917748915,0.007836257309941086,0.6988785046728971,2.4128070175438587,3.281775700934579,5.528971962616824,1.2321052631578944,1.6457009345794391,3.358084112149534,1.2266355140186924,0.6087189542483661,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-8.1953056,0.0,,0.057,0.0,,,False,1.341,,,0.01,,,1.178,94,14.41,0.0,NGC 6664,0.0,0.036,0.017,0.055,,,,,0.02,279.1399167,,,,,0.018,O
2831,16.13,15.59,14.77,14.19,14.6,13.134,13.234,12.201,0.15307359307359214,-0.3523976608187144,0.03574766355140102,0.6545029239766077,1.1947663551401864,2.4534579439252333,0.48421052631578976,0.7413551401869163,1.7046261682242996,0.6949532710280375,-0.9777124183006527,Jmag_Hmag_Kmag,,-8.1769722,0.0,,0.082,0.0,,,True,0.507,,,0.01,,,0.585,69,15.146,0.0,NGC 6664,0.0,0.041,,0.055,,,,,,279.1460417,,,,,0.041,O
2836,14.09,14.17,13.52,13.04,13.32,12.36,11.219,12.0,-0.3867099567099569,-0.8002923976608192,-0.5129439252336447,-0.013859649122807127,0.375607476635515,1.4006542056074787,0.3721052631578949,0.5574766355140194,1.3380373831775718,0.558504672897197,1.8045947712418304,Jmag_Hmag_Kmag,,-8.1788056,0.0,,0.052,0.0,,,True,0.495,,,0.0,,,0.46,74,13.869,0.0,NGC 6664,0.0,0.025,0.088,0.035,,,,,,279.168375,,,,,,B
2837,17.84,16.07,14.3,13.31,13.9,11.669,10.928,10.712,0.9348051948051946,0.010701754385964879,0.6647196261682242,2.3357894736842097,3.151214953271027,5.268878504672896,1.1968421052631575,1.584953271028037,3.1983644859813083,1.1554205607476637,0.5574705882352928,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-8.2875833,0.0,,0.067,0.0,,,False,1.315,,,0.02,,,1.229,215,15.144,0.01,NGC 6664,0.0,0.044,0.02,0.066,,,,,0.017,279.1712917,,,,,0.02,O
2842,17.58,16.69,14.75,13.64,14.35,11.98,11.631,11.468,-0.025411255411258882,-1.054152046783629,-0.3018691588785083,1.4798245614035082,2.441214953271026,4.8291588785046695,1.2973684210526333,1.7549532710280387,3.577523364485981,1.3090654205607468,0.2105032679738562,gmag_imag_Hamag,,-8.3202222,0.0,,0.082,0.0,,,True,1.357,,,0.01,,,1.438,246,15.739,0.0,NGC 6664,0.0,0.055,0.032,0.085,,,,,0.028,279.2137083,,,,,0.028,O
2847,18.34,16.21,14.32,13.31,13.9,11.504,10.646,10.42,1.238181818181817,0.2814619883040925,0.9534112149532701,2.7914619883040936,3.611775700934579,5.768878504672896,1.3052631578947376,1.6957009345794398,3.338364485981309,1.1754205607476633,0.6659738562091484,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-8.1738333,0.0,,0.07,0.0,,,True,1.356,,,0.03,,,1.167,66,15.292,0.0,NGC 6664,0.0,0.045,0.015,0.068,,,,,0.02,279.2235833,,,,,0.017,O
2848,16.88,14.93,13.14,12.2,12.74,10.565,9.811,9.545,1.105367965367965,0.20982456140350814,0.8345327102803737,2.5966081871345,3.3512149532710263,5.356261682242991,1.245789473684209,1.6049532710280365,3.131214953271029,1.09140186915888,0.5279869281045748,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-8.2738889,0.0,,0.052,0.0,,,True,1.261,,,0.01,,,1.17,196,13.992,0.0,NGC 6664,0.0,0.033,0.015,0.05,,,,,0.02,279.226375,,,,,0.017,O
2849,15.8,14.29,12.75,11.89,12.37,10.547,9.937,9.74,0.7833333333333353,-0.01982456140350619,0.532056074766357,2.0039181286549725,2.6806542056074765,4.511121495327101,1.0421052631578944,1.3642056074766344,2.756635514018689,0.9945794392523355,0.44261437908496926,umag_gmag_rmag,,-8.1304722,0.0,,0.047,0.0,,,False,1.143,,,0.01,,,0.992,9,13.524,0.0,NGC 6664,0.0,0.028,0.019,0.042,,,,,0.021,279.2284167,,,,,0.023,O
2853,17.55,15.86,14.08,13.14,13.67,11.488,10.739,10.491,0.8500865800865818,-0.043801169590641065,0.5745327102803757,2.3266081871345046,3.0714953271028045,5.073738317757009,1.23578947368421,1.5903271028037376,3.1137850467289705,1.0885981308411208,0.5382810457516318,umag_gmag_rmag,,-8.4081389,0.0,,0.1,0.0,,,True,1.023,,,0.01,,,1.02,148,16.646,0.0,Trumpler 34,0.0,0.072,0.023,0.109,,,,,0.024,279.8782083,,,,,0.023,O
