,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,umag_gmag_rmag_imag,umag_gmag_rmag_Hamag,umag_gmag_imag_Hamag,umag_rmag_imag_Hamag,gmag_rmag_imag_Hamag,outlier_columns,chi2,DEJ2000,logTeff,Rv,r2mag,RAJ2000,mu,A0,VPHAS-OB1,goodOB,EM,SUB,LUM
524,18.712,18.168,16.318,15.203,15.802,12.938,12.207,11.84,-1.4815833333333361,-2.764470588235306,-0.9743953488372086,-0.5034883720930239,0.47090697674418425,umag_gmag_rmag_Hamag,0.7,-57.754652,4.427,4.269,16.319,155.980771,13.1,6.961,1181,1,0,0,0
525,17.211,16.64,14.595,13.367,14.138,10.961,10.258,9.857,-1.6598666666666677,-2.359176470588243,-1.383395348837208,-1.1134883720930184,0.2699069767441893,umag_gmag_rmag_imag,2.88,-57.75748,4.616,4.091,14.595,155.97991,13.22,7.49,1183,1,0,0,0
529,15.577,15.331,13.621,12.595,13.211,10.633,10.048,9.731,-1.6178999999999988,-2.382823529411766,-1.3154883720930213,-1.023720930232555,0.29176744186046566,umag_gmag_rmag_imag,1.8,-57.758334,4.604,4.06,13.625,155.984104,13.07,6.33,1189,1,0,0,0
532,17.716,17.189,15.226,14.087,14.86,11.865,11.232,10.869,-1.542183333333334,-1.8197058823529502,-1.432465116279067,-1.2491627906976706,0.18330232558139614,umag_gmag_imag_Hamag,1.97,-57.753607,4.582,3.967,15.251,155.993475,13.87,6.992,1195,1,0,0,0
546,15.366,15.119,13.447,12.419,13.044,10.148,9.642,9.226,-1.6205333333333305,-2.3369411764705807,-1.3373023255813947,-1.1042558139534862,0.23304651162790835,umag_gmag_rmag_imag,3.51,-57.757125,4.496,4.508,13.437,156.00316,11.18,6.714,1212,1,0,0,0
566,20.787,19.893,17.862,16.631,18.291,14.262,13.663,13.32,-1.3423166666666644,3.6446470588235416,-3.313906976744186,-5.10476744186046,-1.7908604651162752,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.71,-57.727099,4.44,3.881,17.857,156.055561,14.69,7.141,1235,1,0,0,0
571,20.033,19.217,17.338,16.233,16.704,14.065,13.447,13.065,-1.1914166666666643,-3.2490588235294124,-0.3779302325581366,0.41667441860465226,0.7946046511627889,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.54,-57.75791,4.299,3.982,17.344,156.024183,13.24,6.475,1241,1,1,0,0
573,20.245,19.34,17.04,15.662,16.199,12.828,11.958,11.434,-1.5983666666666618,-4.487294117647044,-0.4562325581395352,0.6074186046511625,1.0636511627906973,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.75,-57.781379,4.511,4.271,17.05,156.003679,13.42,8.573,1246,1,1,0,0
574,16.484,15.918,13.879,12.646,13.432,10.316,9.624,9.236,-1.6739499999999947,-2.300058823529405,-1.4264186046511582,-1.1970465116279003,0.22937209302325745,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,2.52,-57.72882,4.621,4.017,13.879,156.067719,12.69,7.363,1248,1,0,0,0
578,18.458,17.86,15.932,14.812,15.199,12.509,11.853,11.497,-1.4366666666666692,-4.101823529411771,-0.3830000000000017,0.653999999999997,1.0369999999999986,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.77,-57.781747,4.455,4.109,15.929,156.012708,13.02,7.0,1258,1,1,0,0
585,18.253,17.59,15.499,14.23,14.952,11.736,11.008,10.536,-1.6423499999999995,-2.844235294117652,-1.1671860465116255,-0.7384651162790656,0.4287209302325594,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag,2.34,-57.787744,4.578,4.136,15.498,156.027667,13.43,7.735,1268,1,0,0,0
593,18.236,17.747,16.084,15.183,15.245,13.214,12.665,12.127,-1.1478166666666652,-4.8904705882352975,0.33183720930232796,1.8520930232558181,1.52025581395349,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.39,-57.7778,4.302,4.269,16.114,156.079098,12.47,5.938,1289,1,1,0,0
596,19.54,18.871,16.946,15.774,16.792,13.563,12.916,12.524,-1.4601333333333368,-0.3184117647058816,-1.911511627906981,-2.330279069767453,-0.41876744186047254,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.62,-57.789288,4.448,3.982,16.938,156.070041,14.04,6.911,1292,1,0,0,0
597,18.862,18.111,15.787,14.366,15.332,11.45,10.454,9.961,-1.830483333333337,-2.1663529411764744,-1.6976976744186083,-1.5977441860465165,0.09995348837209139,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,1.94,-57.842242,4.619,4.439,15.793,156.011397,13.17,8.937,1294,1,0,0,0
598,17.117,16.933,15.332,14.337,15.005,12.454,11.872,11.57,-1.6235833333333336,-1.912647058823529,-1.509302325581396,-1.4462558139534911,0.06304651162790442,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,1.63,-57.774323,4.588,4.131,15.326,156.096884,14.73,6.127,1296,1,0,0,0
599,18.114,17.698,16.081,15.093,15.816,13.304,12.784,12.538,-1.378866666666665,-1.283117647058816,-1.4167209302325587,-1.4643023255813956,-0.0475813953488371,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.77,-57.778032,4.435,3.822,16.074,156.097198,14.02,5.741,1298,1,0,0,0
601,16.038,15.685,13.793,12.618,13.367,10.435,9.745,9.386,-1.781583333333331,-2.378411764705873,-1.545627906976745,-1.3780697674418598,0.16755813953488463,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,3.93,-57.790982,4.643,4.131,13.778,156.088688,13.14,7.024,1303,1,0,0,0
602,14.391,14.504,13.5,12.921,13.495,11.885,11.607,11.452,-1.1648500000000004,-0.14505882352941635,-1.568023255813952,-1.885558139534881,-0.31753488372092953,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.56,-57.822011,4.361,3.77,13.512,156.065328,12.48,3.605,1307,1,0,0,0
608,16.508,16.015,14.081,12.901,13.644,10.709,10.06,9.679,-1.650666666666667,-2.3089411764705865,-1.3904186046511642,-1.1670465116279067,0.223372093023257,umag_gmag_rmag_imag,1.85,-57.755888,4.616,3.994,14.068,156.163314,13.12,7.019,1314,1,0,0,0
616,15.807,15.794,14.602,13.921,14.013,12.518,11.984,11.663,-1.2241500000000014,-3.76352941176471,-0.22020930232558272,0.7599767441860443,0.980186046511627,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.97,-58.245312,4.312,4.515,14.61,155.611968,12.16,4.622,1325,1,1,0,0
637,19.242,18.938,17.545,16.883,17.166,15.672,15.174,14.874,-0.8986333333333356,-2.126058823529419,-0.4133720930232566,0.32806976744185445,0.7414418604651108,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.56,-57.203278,4.296,3.528,17.576,156.963102,15.45,4.216,1371,1,0,0,0
655,18.393,17.978,16.522,15.663,15.88,14.171,13.714,13.397,-1.1455166666666639,-3.7013529411764576,-0.1350697674418624,0.8213255813953491,0.9563953488372114,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.99,-57.750376,4.306,3.76,16.532,156.455114,13.86,4.893,1409,1,1,0,0
672,20.712,19.983,17.962,16.962,17.933,15.008,14.349,14.101,-1.087666666666667,0.5430588235294115,-1.7323720930232556,-1.9469302325581372,-0.21455813953488212,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.28,-57.737153,4.424,3.606,17.965,156.637302,15.45,6.301,1461,1,0,0,0
676,17.749,17.967,17.017,16.431,17.211,14.989,14.671,14.389,-1.2825666666666637,1.025882352941171,-2.1952093023255745,-3.0410232558139403,-0.8458139534883662,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.4,-57.984584,4.311,4.989,17.212,156.354491,14.88,4.199,1465,1,0,1,0
679,19.639,19.346,18.05,17.199,17.593,15.495,15.113,15.212,-1.252983333333332,-2.637176470588242,-0.7057441860465077,-0.3168604651162712,0.38888372093023627,umag_gmag_rmag_Hamag,5.4,-58.564152,4.299,4.092,17.904,155.675967,15.3,4.852,1468,1,0,0,0
683,20.901,19.951,17.71,16.281,17.249,13.415,12.333,11.903,-1.6460166666666702,-2.0058235294117797,-1.5037674418604645,-1.4914186046511606,0.012348837209303465,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,5.6,-57.30194,4.441,4.474,17.757,157.165371,13.09,8.74,1473,1,0,0,0
685,20.874,19.869,17.828,16.824,17.548,14.948,14.486,14.076,-0.8189333333333297,-0.7902941176470677,-0.8302558139534799,-0.4561395348837034,0.3741162790697765,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag,3.49,-57.589266,4.312,3.37,17.886,156.851019,14.53,5.887,1481,1,0,0,0
689,19.8,18.785,16.548,15.233,16.666,12.785,12.074,11.721,-1.3739166666666613,1.771588235294132,-2.6174883720930207,-3.67972093023255,-1.0622325581395309,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.48,-58.846349,4.48,3.774,16.567,155.40101,13.48,7.598,1501,1,0,0,0
706,14.941,14.691,13.504,12.753,13.043,11.723,11.399,11.207,-1.1143166666666653,-2.7058235294117674,-0.48511627906976496,0.03420930232558761,0.5193255813953523,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag,4.77,-58.403315,4.301,3.359,13.463,156.036081,11.75,3.789,1536,1,0,0,1
735,17.655,17.048,15.398,14.417,14.895,12.751,12.201,11.824,-1.1751499999999964,-2.6181176470588223,-0.6046744186046471,-0.05518604651162384,0.549488372093023,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,6.46,-57.930379,4.297,3.78,15.391,156.718704,12.17,5.469,1588,1,0,0,0
741,20.255,19.78,18.172,17.408,17.807,15.873,15.597,15.409,-0.9129333333333338,-1.8652941176470743,-0.5364186046511576,0.15295348837210532,0.689372093023263,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.72,-56.985788,4.339,3.363,18.173,157.829416,16.11,4.716,1605,1,0,0,0
753,16.052,15.998,14.837,14.149,14.341,12.922,12.529,12.199,-1.1958666666666673,-3.1262352941176506,-0.43269767441860457,0.286255813953488,0.7189534883720925,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.59,-57.022551,4.321,4.039,14.848,157.900723,12.87,4.217,1653,1,1,0,0
760,12.952,13.529,12.634,12.092,12.107,10.907,10.585,10.294,-1.5616333333333325,-3.9560000000000075,-0.6150232558139503,0.24544186046512179,0.8604651162790722,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.39,-58.357683,4.552,4.769,12.656,156.446139,13.26,4.121,1671,1,1,0,0
761,15.443,15.709,14.997,14.606,14.7,14.018,13.771,13.75,-0.9763166666666665,-2.1702941176470634,-0.5042790697674403,-0.008697674418601808,0.4955813953488384,umag_rmag_imag_Hamag,0.13,-57.615084,4.3,3.463,14.925,157.341945,14.39,2.435,1683,1,0,0,0
769,20.836,19.892,17.917,16.774,17.266,14.83,14.096,13.839,-1.1324500000000017,-3.2300588235294354,-0.30316279069766794,0.5390930232558251,0.842255813953493,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.97,-57.828514,4.33,3.631,17.939,157.163759,14.32,6.34,1714,1,1,0,0
774,19.989,19.697,18.219,17.396,17.765,15.835,15.257,14.998,-1.2031166666666655,-2.6189411764705914,-0.6433720930232532,-0.014930232558137746,0.6284418604651152,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.45,-58.916133,4.364,3.955,18.174,155.959378,15.9,5.174,1748,1,0,1,0
811,16.407,15.695,13.96,12.977,13.479,11.052,10.572,10.274,-1.0737833333333342,-2.3720588235294238,-0.5605116279069735,0.01872093023256438,0.5792325581395374,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.95,-57.852296,4.297,3.753,13.952,157.41108,10.52,5.721,1846,1,0,0,1
813,16.797,17.203,15.869,14.971,15.488,13.032,12.375,12.033,-2.0373666666666645,-2.8488823529411773,-1.716534883720927,-1.5728372093023206,0.14369767441860626,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,4.22,-58.619279,4.644,5.226,15.928,156.527828,15.83,6.168,1851,1,0,1,0
822,15.914,15.697,14.232,13.383,13.676,12.24,11.853,11.608,-1.3253499999999994,-3.3479411764705835,-0.5257209302325598,0.2646976744186009,0.7904186046511607,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,6.37,-58.56237,4.513,3.25,14.257,156.621046,14.17,4.568,1869,1,1,0,0
824,19.976,19.171,17.434,16.401,16.886,14.72,14.274,14.114,-1.0716166666666687,-2.7086470588235425,-0.4244186046511611,0.19595348837209503,0.6203720930232561,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.33,-57.242415,4.304,3.376,17.422,158.125067,14.43,5.346,1875,1,1,0,0
829,15.683,16.426,15.718,15.166,15.268,14.186,14.001,13.905,-1.7457999999999976,-3.628294117647054,-1.001558139534883,-0.5283953488372106,0.4731627906976722,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag,4.82,-58.870896,4.628,4.762,15.509,156.321857,17.67,3.653,1900,1,0,1,0
830,16.382,17.076,16.25,15.739,16.058,14.713,14.405,14.289,-1.6223166666666642,-1.9250588235294124,-1.5026279069767403,-1.4110697674418535,0.09155813953488678,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,2.29,-58.874236,4.621,4.622,16.249,156.325695,18.05,3.779,1906,1,0,1,0
831,19.026,18.212,16.29,15.122,15.577,13.212,12.593,12.158,-1.3078666666666647,-3.757588235294114,-0.33937209302325533,0.5350697674418621,0.8744418604651172,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,6.07,-57.927237,4.371,3.677,16.233,157.438961,13.06,6.368,1910,1,1,0,0
837,17.672,17.337,15.789,14.893,15.263,13.303,12.723,12.363,-1.2927333333333302,-3.0375882352941166,-0.6029069767441827,0.09323255813954057,0.6961395348837233,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,6.28,-58.356624,4.372,3.95,15.835,156.974768,13.35,5.413,1926,1,1,0,0
839,20.818,19.716,17.572,16.374,17.246,13.998,13.339,13.004,-1.0743666666666667,-0.9882352941176507,-1.108418604651161,-0.9720465116279016,0.13637209302325903,umag_gmag_rmag_Hamag,4.19,-58.143836,4.331,3.78,17.593,157.244192,13.37,7.046,1938,1,0,0,0
854,19.708,18.931,16.944,15.84,16.389,13.775,13.054,12.659,-1.2286000000000006,-2.7815294117647076,-0.6146511627906983,0.10837209302325945,0.7230232558139573,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.04,-58.690538,4.367,3.854,16.942,156.671671,13.45,6.632,1977,1,1,0,0
886,20.51,19.9,18.123,17.26,17.754,15.448,14.84,14.548,-0.9577833333333292,-1.7559411764705848,-0.6422325581395307,-0.002581395348834281,0.6396511627906962,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.6,-58.826425,4.319,3.793,18.135,156.689526,15.02,5.648,2066,1,0,0,0
914,19.278,19.318,17.907,17.038,17.543,15.395,14.737,14.494,-1.6186833333333353,-2.3738823529411848,-1.320116279069767,-1.0717906976744138,0.2483255813953531,umag_gmag_rmag_imag,1.64,-56.92153,4.58,4.336,17.876,158.960864,17.6,5.64,2150,1,0,1,0
915,19.954,19.791,18.35,17.446,18.063,15.551,15.031,14.71,-1.4792666666666658,-1.6771764705882521,-1.4010232558139457,-1.3805581395348696,0.020465116279075657,umag_rmag_imag_Hamag,1.12,-58.914015,4.407,4.486,18.294,156.750369,15.86,5.797,2158,1,0,1,0
923,18.728,18.375,16.937,16.199,16.96,15.078,14.65,14.745,-0.9876999999999974,0.5004705882352937,-1.5760465116279025,-1.890116279069761,-0.3140697674418589,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.59,-58.692082,4.367,3.081,17.067,157.053301,15.7,4.083,2188,1,0,0,0
933,19.685,19.426,17.89,17.081,17.958,15.37,15.123,14.87,-1.2106833333333344,0.6949999999999866,-1.9640930232558098,-2.447232558139529,-0.4831395348837195,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,7.13,-58.697403,4.429,3.806,17.897,157.094569,16.25,5.234,2226,1,0,1,0
936,19.969,18.793,16.112,14.622,15.659,11.604,10.749,10.274,-1.530833333333328,-1.7285294117646899,-1.45267441860465,-1.1591860465116257,0.2934883720930235,umag_gmag_imag_Hamag,6.32,-58.037852,4.586,3.893,16.103,157.86134,13.09,9.095,2236,1,0,0,0
937,19.487,18.617,16.317,15.048,15.792,12.387,11.609,11.023,-1.4353500000000023,-2.4961764705882414,-1.015953488372094,-0.42888372093023097,0.5870697674418626,gmag_rmag_imag_Hamag,3.62,-58.036186,4.49,4.116,16.276,157.869441,12.9,8.131,2241,1,0,0,0
939,18.935,18.162,15.864,14.58,15.452,11.955,11.174,10.718,-1.559600000000001,-1.868647058823536,-1.4374186046511617,-1.1470465116279058,0.2903720930232554,umag_gmag_imag_Hamag,2.3,-58.037135,4.597,4.047,15.861,157.88067,13.8,8.085,2246,1,0,0,0
940,19.251,19.262,17.913,17.069,17.499,15.61,15.14,14.877,-1.5442666666666678,-2.6654705882353036,-1.100999999999998,-0.7419999999999964,0.35900000000000143,umag_gmag_rmag_Hamag,2.07,-58.899815,4.565,3.981,17.844,156.902996,17.89,5.118,2252,1,0,1,0
1011,14.34,14.595,13.749,13.223,13.375,12.517,12.28,12.208,-1.2105666666666668,-2.653000000000005,-0.640302325581394,-0.14425581395348497,0.49604651162790897,umag_gmag_rmag_Hamag,2.46,-58.589014,4.393,3.438,13.74,157.726594,13.6,2.99,2490,1,0,0,0
1015,17.695,17.308,15.703,14.712,15.087,12.798,12.216,11.784,-1.4133166666666652,-3.562647058823528,-0.5635813953488362,0.17804651162790908,0.7416279069767451,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.84,-58.750924,4.37,4.248,15.633,157.556044,12.66,6.032,2501,1,1,0,0
1020,18.865,19.005,17.674,16.907,17.42,15.392,14.962,14.614,-1.5333833333333327,-1.7685882352941045,-1.4403953488372134,-1.290488372093031,0.1499069767441823,umag_gmag_imag_Hamag,1.31,-58.743233,4.585,4.174,17.667,157.610945,17.9,5.121,2518,1,0,1,0
1051,16.042,15.933,14.752,13.998,14.219,12.827,12.358,12.163,-1.260766666666667,-3.3084705882353016,-0.45120930232557954,0.22097674418604774,0.6721860465116272,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.47,-58.3225,4.339,3.837,14.688,158.309619,12.94,4.244,2645,1,1,0,0
1078,20.594,19.922,18.076,17.13,17.693,15.232,14.527,14.222,-1.0465666666666684,-1.783705882352936,-0.7551395348837258,-0.20534883720931152,0.5497906976744138,gmag_rmag_imag_Hamag,3.9,-58.100847,4.328,3.842,18.056,158.696973,14.75,6.007,2734,1,0,0,0
1085,20.291,19.941,18.39,17.56,17.613,15.631,15.205,15.055,-1.1578333333333348,-4.631941176470595,0.21565116279069707,1.6446279069767402,1.428976744186043,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.96,-58.576624,4.329,4.181,17.97,158.220034,15.39,5.534,2761,1,1,0,0
1090,17.386,17.303,16.097,15.458,15.744,14.261,13.721,13.584,-1.0778500000000033,-2.1803529411764826,-0.6419767441860467,-0.0944418604651156,0.5475348837209311,gmag_rmag_imag_Hamag,5.11,-58.99177,4.316,3.951,16.133,157.759734,14.15,4.175,2767,1,0,0,0
1091,14.569,14.941,13.908,13.471,13.645,12.49,12.247,12.074,-1.165883333333332,-2.0582941176470584,-0.8130697674418588,-0.18067441860464684,0.6323953488372119,gmag_rmag_imag_Hamag,6.75,-57.909322,4.497,3.757,13.891,158.977817,14.49,3.563,2771,1,0,0,0
1093,16.158,15.704,14.129,13.258,13.622,11.816,11.345,11.022,-1.1283166666666664,-2.7967647058823513,-0.46869767441860555,0.2682558139534874,0.7369534883720927,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.74,-58.661093,4.338,3.561,14.146,158.152224,11.78,4.968,2775,1,1,0,1
1095,15.872,15.456,13.744,12.79,12.998,10.959,10.435,10.06,-1.3171000000000004,-4.367176470588239,-0.11125581395348816,1.121860465116279,1.233116279069767,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.34,-58.675164,4.43,3.878,13.745,158.14049,11.54,5.896,2778,1,1,0,1
1104,19.655,18.937,17.309,16.347,16.775,15.056,14.533,14.401,-1.0296333333333325,-2.7058823529411935,-0.36693023255813206,0.27567441860466557,0.6426046511627976,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,7.39,-59.07598,4.307,3.147,17.309,157.758956,14.88,4.736,2827,1,1,0,0
1105,13.956,14.022,12.83,12.19,12.16,10.812,10.402,10.038,-1.2286666666666681,-4.361882352941178,0.010046511627904597,1.2711162790697637,1.2610697674418592,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,7.38,-58.656141,4.358,4.369,12.854,158.24211,10.98,4.519,2832,1,1,0,0
1113,16.415,16.234,14.837,14.033,14.287,12.757,12.342,12.055,-1.2796000000000027,-3.345470588235291,-0.46286046511628476,0.3493488372092961,0.8122093023255806,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.11,-57.621989,4.42,3.597,14.84,159.409457,13.59,4.651,2859,1,1,0,0
1120,14.979,14.243,12.437,11.366,11.68,9.488,8.925,8.498,-1.2096500000000001,-4.117705882352942,-0.05995348837209391,1.0231162790697679,1.0830697674418617,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,6.16,-58.818031,4.316,3.785,12.286,158.143987,8.94,6.007,2881,1,1,0,1
1122,18.966,19.103,17.827,17.042,17.555,15.521,14.98,14.654,-1.5630833333333336,-1.881000000000014,-1.4373953488372044,-1.3424883720930132,0.0949069767441908,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,1.24,-60.001491,4.542,4.384,17.825,156.765573,17.41,5.206,2892,1,0,1,0
1142,20.384,19.964,18.354,17.419,17.816,16.096,15.457,15.105,-1.278583333333329,-3.029529411764707,-0.5863488372092962,0.10962790697675384,0.6959767441860499,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.33,-58.223435,4.471,3.484,18.454,158.90681,17.2,5.233,2958,1,1,1,0
1146,20.791,19.964,18.022,17.036,17.636,15.068,14.33,14.017,-0.964233333333326,-1.6479411764705825,-0.6939302325581316,-0.13332558139533468,0.5606046511627965,gmag_rmag_imag_Hamag,6.02,-57.727673,4.301,3.802,18.016,159.444783,14.3,6.181,2968,1,0,0,0
1158,18.769,18.331,16.784,15.831,16.257,14.343,13.761,13.553,-1.293283333333333,-2.940999999999986,-0.6418604651162847,-0.07565116279070638,0.5662093023255781,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,5.04,-58.075903,4.379,3.645,16.586,159.120226,14.59,5.219,3001,1,0,0,0
1160,14.35,14.425,13.108,12.36,12.614,10.922,10.488,10.212,-1.4338666666666695,-3.242411764705883,-0.7188604651162832,0.013348837209295805,0.7322093023255788,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.79,-59.403385,4.528,4.031,13.109,157.655355,12.82,4.934,3015,1,1,0,0
1175,19.896,18.904,16.759,15.615,16.255,13.108,12.309,11.879,-1.0862666666666656,-2.2395294117647144,-0.6303255813953441,0.04118604651163604,0.6715116279069799,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.78,-57.987616,4.297,4.133,16.784,159.294123,11.95,7.34,3057,1,0,0,0
1176,17.16,17.133,15.978,15.325,15.403,14.581,14.285,14.172,-1.1592833333333328,-3.6597647058823486,-0.17072093023256002,0.8046976744185996,0.9754186046511595,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.58,-59.398863,4.443,2.963,16.033,157.719136,16.1,3.413,3058,1,1,0,0
1193,19.655,19.733,18.161,17.338,17.915,15.633,15.035,14.788,-1.5731166666666665,-1.655294117647073,-1.5406279069767383,-1.29706976744185,0.2435581395348878,umag_gmag_imag_Hamag,4.73,-58.269464,4.596,4.132,,159.062661,18.09,5.678,3106,1,0,1,0
1194,18.266,18.232,17.108,16.476,16.611,15.409,14.991,14.899,-1.1141333333333368,-3.152647058823531,-0.30820930232558624,0.504976744186037,0.8131860465116232,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.41,-60.534286,4.338,3.655,16.92,156.409775,15.71,3.794,3107,1,0,0,0
1221,12.605,13.012,12.332,11.979,12.04,11.138,10.954,10.828,-1.0482833333333361,-2.279235294117658,-0.561627906976744,-0.022069767441860344,0.5395581395348836,umag_rmag_imag_Hamag,1.81,-59.440835,4.318,4.333,12.447,157.869755,11.54,2.792,3193,1,1,0,0
1223,18.319,18.611,17.386,16.812,17.015,15.841,15.429,15.147,-1.3347666666666644,-2.670764705882347,-0.806581395348837,-0.04895348837208968,0.7576279069767473,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,6.63,-57.355421,4.591,3.577,17.371,160.147391,18.76,3.998,3197,1,0,1,0
1238,17.183,17.147,16.052,15.593,15.727,14.76,14.422,14.449,-0.7978499999999977,-2.0478235294117595,-0.3036744186046505,0.4828139534883711,0.7864883720930216,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.63,-60.611092,4.303,3.181,16.011,156.52836,15.02,3.077,3246,1,0,0,0
1240,19.247,19.267,18.073,17.297,17.817,15.683,15.181,14.835,-1.4297333333333322,-1.661411764705884,-1.3381395348837188,-1.3413488372092992,-0.0032093023255808095,umag_rmag_imag_Hamag,0.54,-59.526014,4.356,4.699,18.028,157.85115,15.64,5.072,3248,1,0,1,0
