VPHAS-OB1,RAJ2000,DEJ2000,Rv,goodOB,EM,SUB,LUM,umag,gmag,rmag,Hamag,imag,Jmag,Hmag,Kmag,W1mag,W2mag,u-g,u-r,u-i,g-r,g-i,r-Ha,r-i,J-H,J-K,H-K,W1-W2
9824,165.063146,-59.904311,3.836,1,0,0,0,14.029,14.261,13.209,13.077,12.615,11.53,11.193,11.066,10.928,10.921,-0.232,0.82,1.414,1.052,1.646,0.132,0.594,0.337,0.464,0.127,0.007
9835,164.339939,-60.698115,3.838,1,0,0,0,17.482,17.084,15.443,15.085,14.641,12.991,12.409,12.144,11.033,10.967,0.398,2.039,2.841,1.641,2.443,0.358,0.802,0.582,0.847,0.265,0.066
9839,164.018223,-61.032897,3.843,1,0,0,0,13.246,13.562,12.514,12.22,11.956,10.87,10.608,10.419,10.279,10.259,-0.316,0.732,1.29,1.048,1.606,0.294,0.558,0.262,0.451,0.189,0.02
9852,162.976291,-62.069453,3.953,1,0,0,0,16.616,16.783,15.856,15.556,15.298,14.41,14.025,13.805,13.689,14.09,-0.167,0.76,1.318,0.927,1.485,0.3,0.558,0.385,0.605,0.22,-0.401
9856,163.587743,-61.482658,3.387,1,0,0,0,16.627,16.537,15.405,15.066,14.667,13.685,13.378,13.198,12.613,12.71,0.09,1.222,1.96,1.132,1.87,0.339,0.738,0.307,0.487,0.18,-0.097
9860,162.654712,-62.397125,3.589,1,0,0,0,15.72,16.064,15.281,14.979,14.791,14.094,13.824,13.81,13.536,13.713,-0.344,0.439,0.929,0.783,1.273,0.302,0.49,0.27,0.284,0.014,-0.177
9882,165.576093,-59.433219,3.78,1,0,0,0,15.547,15.708,14.638,14.369,14.042,12.977,12.655,12.488,12.498,12.589,-0.161,0.909,1.505,1.07,1.666,0.269,0.596,0.322,0.489,0.167,-0.091
9891,165.078446,-59.993417,3.899,1,0,0,1,13.447,13.55,12.36,12.048,11.746,10.493,10.135,9.943,9.74,9.718,-0.103,1.087,1.701,1.19,1.804,0.312,0.614,0.358,0.55,0.192,0.022
9892,163.632672,-61.499324,3.052,1,0,0,0,12.541,13.194,12.907,12.755,12.693,12.594,12.589,12.551,12.437,12.55,-0.653,-0.366,-0.152,0.287,0.501,0.152,0.214,0.005,0.043,0.038,-0.113
9893,165.090781,-59.98016,3.801,1,0,0,0,15.398,15.618,14.592,14.325,14.002,12.991,12.65,12.516,12.372,12.512,-0.22,0.806,1.396,1.026,1.616,0.267,0.59,0.341,0.475,0.134,-0.14
9895,163.607906,-61.527061,3.803,1,0,0,0,12.904,13.31,12.641,12.392,12.204,11.567,11.386,11.242,10.986,11.046,-0.406,0.263,0.7,0.669,1.106,0.249,0.437,0.181,0.325,0.144,-0.06
9908,165.082749,-60.008731,3.699,1,0,0,0,15.526,15.617,14.427,14.137,13.758,12.59,12.236,12.071,12.004,12.055,-0.091,1.099,1.768,1.19,1.859,0.29,0.669,0.354,0.519,0.165,-0.051
9909,165.086314,-60.005575,3.787,1,0,0,0,17.817,17.592,16.331,16.028,15.606,14.323,13.873,13.722,13.795,14.247,0.225,1.486,2.211,1.261,1.986,0.303,0.725,0.45,0.601,0.151,-0.452
9910,165.105821,-59.985105,3.719,1,0,0,0,14.555,14.545,13.198,12.878,12.426,11.09,10.652,10.478,10.215,10.187,0.01,1.357,2.129,1.347,2.119,0.32,0.772,0.438,0.612,0.174,0.028
9915,165.101423,-59.993253,3.958,1,1,0,0,14.346,14.247,12.789,12.219,11.983,10.467,9.975,9.649,9.195,8.939,0.099,1.557,2.363,1.458,2.264,0.57,0.806,0.492,0.818,0.326,0.256
9919,163.979837,-61.181085,3.765,1,0,0,0,18.692,18.132,16.441,16.07,15.456,13.651,13.12,12.842,12.822,12.682,0.56,2.251,3.236,1.691,2.676,0.371,0.985,0.531,0.809,0.278,0.14
9921,165.101491,-60.000118,3.921,1,0,0,0,14.515,14.592,13.341,13.031,12.634,11.312,10.912,10.677,10.378,10.383,-0.077,1.174,1.881,1.251,1.958,0.31,0.707,0.4,0.635,0.235,-0.005
9925,165.098609,-60.006313,3.683,1,0,0,0,16.811,16.827,15.657,15.383,14.992,13.81,13.496,13.331,13.428,13.803,-0.016,1.154,1.819,1.17,1.835,0.274,0.665,0.314,0.479,0.165,-0.375
9930,164.477184,-60.679483,3.798,1,0,0,0,17.963,17.439,15.888,15.565,15.008,13.268,12.835,12.595,12.33,12.389,0.524,2.075,2.955,1.551,2.431,0.323,0.88,0.433,0.673,0.24,-0.059
9940,164.408022,-60.765755,4.13,1,1,0,0,17.421,16.965,15.107,14.605,14.071,12.053,11.293,10.862,10.073,9.745,0.456,2.314,3.35,1.858,2.894,0.502,1.036,0.76,1.191,0.431,0.328
9966,164.951391,-60.206683,3.736,1,0,0,1,16.3,15.776,14.044,13.685,13.043,11.19,10.721,10.382,10.201,10.153,0.524,2.256,3.257,1.732,2.733,0.359,1.001,0.469,0.808,0.339,0.048
9980,165.499773,-59.615947,3.473,1,1,0,0,15.244,15.182,14.135,13.736,13.522,12.58,12.286,12.137,11.516,11.436,0.062,1.109,1.722,1.047,1.66,0.399,0.613,0.294,0.443,0.149,0.08
9982,163.913093,-61.306794,3.659,1,0,0,0,13.844,14.048,13.16,12.92,12.655,11.849,11.58,11.442,11.364,11.397,-0.204,0.684,1.189,0.888,1.393,0.24,0.505,0.269,0.407,0.138,-0.033
9983,165.141229,-60.015868,3.906,1,0,0,0,13.203,13.551,12.564,12.304,12.027,11.026,10.707,10.564,10.518,10.514,-0.348,0.639,1.176,0.987,1.524,0.26,0.537,0.319,0.462,0.143,0.004
9996,165.072818,-60.109312,3.722,1,0,0,0,16.256,16.081,14.696,14.38,13.93,12.493,12.109,11.888,11.828,11.87,0.175,1.56,2.326,1.385,2.151,0.316,0.766,0.384,0.605,0.221,-0.042
10003,164.601043,-60.622628,3.569,1,0,0,0,13.463,14.044,13.298,13.054,12.879,12.235,12.064,11.994,11.937,12.026,-0.581,0.165,0.584,0.746,1.165,0.244,0.419,0.171,0.241,0.07,-0.089
10005,165.616719,-59.509963,3.697,1,0,0,0,14.494,14.679,13.719,13.453,13.164,12.184,11.921,11.827,11.613,11.656,-0.185,0.775,1.33,0.96,1.515,0.266,0.555,0.263,0.357,0.094,-0.043
10010,164.164416,-61.085093,3.632,1,0,0,0,13.941,14.383,13.566,13.313,13.082,12.378,12.142,12.022,11.968,12.035,-0.442,0.375,0.859,0.817,1.301,0.253,0.484,0.236,0.356,0.12,-0.067
10011,164.945312,-60.265443,3.616,1,0,0,0,14.708,14.699,13.449,13.174,12.763,11.552,11.226,11.031,10.896,10.92,0.009,1.259,1.945,1.25,1.936,0.275,0.686,0.326,0.521,0.195,-0.024
10012,165.134399,-60.05967,3.809,1,0,0,0,15.523,15.522,14.257,13.956,13.536,12.263,11.844,11.641,11.239,11.235,0.001,1.266,1.987,1.265,1.986,0.301,0.721,0.419,0.622,0.203,0.004
10015,164.978438,-60.23593,3.62,1,0,0,0,12.952,13.23,12.3,12.032,11.827,10.937,10.694,10.623,10.471,10.536,-0.278,0.652,1.125,0.93,1.403,0.268,0.473,0.243,0.314,0.071,-0.065
10021,164.787698,-60.448397,3.818,1,0,0,0,13.672,13.856,12.735,12.42,12.112,10.954,10.631,10.456,10.3,10.289,-0.184,0.937,1.56,1.121,1.744,0.315,0.623,0.323,0.498,0.175,0.011
10022,164.067441,-61.199642,3.841,1,0,0,0,15.178,15.289,14.172,13.861,13.522,12.396,12.049,11.831,11.749,11.79,-0.111,1.006,1.656,1.117,1.767,0.311,0.65,0.347,0.565,0.218,-0.041
10023,164.575375,-60.674975,3.708,1,0,0,0,18.019,17.323,15.432,14.999,14.335,12.324,11.764,11.446,11.252,11.196,0.696,2.587,3.684,1.891,2.988,0.433,1.097,0.56,0.878,0.318,0.056
10028,164.216981,-61.05196,3.909,1,0,0,0,15.689,15.53,14.065,13.717,13.217,11.684,11.134,10.905,10.664,10.646,0.159,1.624,2.472,1.465,2.313,0.348,0.848,0.55,0.779,0.229,0.018
10033,164.199496,-61.073735,3.688,1,0,0,0,14.999,15.381,14.566,14.318,14.086,13.372,13.084,13.006,13.17,13.558,-0.382,0.433,0.913,0.815,1.295,0.248,0.48,0.288,0.366,0.078,-0.388
10034,164.829472,-60.416063,3.534,1,0,0,0,16.831,16.69,15.524,15.235,14.839,13.712,13.381,13.26,13.165,13.227,0.141,1.307,1.992,1.166,1.851,0.289,0.685,0.331,0.452,0.121,-0.062
10035,165.067791,-60.15922,3.946,1,0,0,0,16.511,16.211,14.713,14.327,13.876,12.32,11.798,11.439,10.852,10.841,0.3,1.798,2.635,1.498,2.335,0.386,0.837,0.522,0.881,0.359,0.011
10039,164.581618,-60.685042,3.753,1,0,0,0,17.069,16.772,15.209,14.851,14.317,12.679,12.214,11.957,11.794,11.811,0.297,1.86,2.752,1.563,2.455,0.358,0.892,0.465,0.722,0.257,-0.017
10041,164.852558,-60.406876,3.753,1,0,0,0,15.136,15.074,13.723,13.401,12.955,11.575,11.177,10.949,10.768,10.814,0.062,1.413,2.181,1.351,2.119,0.322,0.768,0.398,0.626,0.228,-0.046
10043,165.179902,-60.054643,3.643,1,0,0,0,15.9,16.01,14.884,14.602,14.257,13.189,12.865,12.702,12.053,12.267,-0.11,1.016,1.643,1.126,1.753,0.282,0.627,0.324,0.487,0.163,-0.214
10046,162.984037,-62.287944,3.51,1,0,0,0,13.403,14.139,13.672,13.446,13.393,13.081,12.954,12.946,12.976,13.094,-0.736,-0.269,0.01,0.467,0.746,0.226,0.279,0.127,0.135,0.008,-0.118
10047,166.289958,-58.785949,3.197,1,1,0,0,13.086,13.499,12.89,12.474,12.465,12.031,11.908,11.878,11.508,11.659,-0.413,0.196,0.621,0.609,1.034,0.416,0.425,0.123,0.153,0.03,-0.151
10051,163.695264,-61.612985,3.46,1,0,0,0,12.939,13.378,12.881,12.645,12.519,12.164,12.029,11.943,11.811,11.753,-0.439,0.058,0.42,0.497,0.859,0.236,0.362,0.135,0.221,0.086,0.058
10054,164.4238,-60.879751,3.677,1,0,0,0,16.828,16.369,14.622,14.263,13.663,11.899,11.433,11.064,10.791,10.772,0.459,2.206,3.165,1.747,2.706,0.359,0.959,0.466,0.835,0.369,0.019
10055,164.561018,-60.736781,3.727,1,0,0,0,16.787,16.698,15.332,14.988,14.549,13.121,12.759,12.527,12.33,12.344,0.089,1.455,2.238,1.366,2.149,0.344,0.783,0.362,0.594,0.232,-0.014
10075,165.371038,-59.878137,3.83,1,0,0,0,15.248,15.208,14.055,13.772,13.405,12.215,11.829,11.661,11.558,11.699,0.04,1.193,1.843,1.153,1.803,0.283,0.65,0.386,0.554,0.168,-0.141
10076,165.986451,-59.178808,3.582,1,0,0,0,13.695,14.124,13.371,13.04,12.893,12.234,12.003,11.94,11.808,11.916,-0.429,0.324,0.802,0.753,1.231,0.331,0.478,0.231,0.294,0.063,-0.108
10082,165.057354,-60.23287,3.591,1,0,0,0,13.743,14.004,13.009,12.751,12.456,11.531,11.308,11.136,10.868,10.9,-0.261,0.734,1.287,0.995,1.548,0.258,0.553,0.223,0.395,0.172,-0.032
10091,165.05689,-60.249024,3.554,1,0,0,0,16.028,16.064,14.889,14.598,14.23,13.121,12.811,12.656,12.677,12.889,-0.036,1.139,1.798,1.175,1.834,0.291,0.659,0.31,0.465,0.155,-0.212
10092,164.27486,-61.075866,3.937,1,0,0,0,15.858,15.607,14.002,13.636,13.063,11.303,10.771,10.47,10.278,10.233,0.251,1.856,2.795,1.605,2.544,0.366,0.939,0.532,0.833,0.301,0.045
10098,164.333149,-61.01908,3.936,1,0,0,0,13.628,13.884,12.737,12.419,12.102,10.924,10.547,10.348,10.222,10.21,-0.256,0.891,1.526,1.147,1.782,0.318,0.635,0.377,0.576,0.199,0.012
10099,165.999319,-59.191908,3.307,1,0,0,0,12.49,13.155,12.852,12.61,12.627,12.469,12.424,12.412,12.361,12.485,-0.665,-0.362,-0.137,0.303,0.528,0.242,0.225,0.045,0.057,0.012,-0.124
10105,165.013901,-60.303938,3.618,1,0,0,0,15.587,15.598,14.437,14.15,13.786,12.634,12.36,12.165,11.985,12.213,-0.011,1.15,1.801,1.161,1.812,0.287,0.651,0.274,0.469,0.195,-0.228
10106,164.277593,-61.087047,4.057,1,0,0,0,15.632,15.26,13.564,13.163,12.574,10.75,10.051,9.727,9.492,9.4,0.372,2.068,3.058,1.696,2.686,0.401,0.99,0.699,1.023,0.324,0.092
10107,165.607403,-59.65365,3.452,1,0,0,0,15.557,15.376,14.212,13.899,13.554,12.451,12.139,12.016,11.891,11.905,0.181,1.345,2.003,1.164,1.822,0.313,0.658,0.312,0.435,0.123,-0.014
10108,164.897432,-60.440713,3.914,1,0,0,0,16.426,16.504,15.5,15.258,14.932,13.84,13.544,13.385,13.386,13.996,-0.078,0.926,1.494,1.004,1.572,0.242,0.568,0.296,0.455,0.159,-0.61
10110,165.0601,-60.265771,3.603,1,0,0,0,16.327,16.249,15.004,14.718,14.328,13.106,12.812,12.586,12.607,12.813,0.078,1.323,1.999,1.245,1.921,0.286,0.676,0.294,0.52,0.226,-0.206
10111,164.310377,-61.059043,3.741,1,0,0,0,17.238,16.888,15.266,14.908,14.342,12.676,12.15,11.906,11.696,11.686,0.35,1.972,2.896,1.622,2.546,0.358,0.924,0.526,0.77,0.244,0.01
10126,164.556005,-60.819174,3.799,1,0,0,0,19.094,18.185,15.955,15.508,14.686,12.316,11.599,11.162,10.762,10.592,0.909,3.139,4.408,2.23,3.499,0.447,1.269,0.717,1.154,0.437,0.17
10132,164.726377,-60.645414,3.726,1,0,0,1,16.9,16.06,13.994,13.552,12.8,10.639,9.998,9.603,9.381,9.276,0.84,2.906,4.1,2.066,3.26,0.442,1.194,0.641,1.036,0.395,0.105
10139,164.594541,-60.792003,3.298,1,0,0,0,15.889,15.929,14.949,14.542,14.368,13.499,13.301,13.222,12.881,12.797,-0.04,0.94,1.521,0.98,1.561,0.407,0.581,0.198,0.277,0.079,0.084
10150,165.164616,-60.191042,3.573,1,0,0,0,15.59,15.869,14.964,14.718,14.456,13.538,13.394,13.308,13.161,13.469,-0.279,0.626,1.134,0.905,1.413,0.246,0.508,0.144,0.23,0.086,-0.308
10155,164.976239,-60.39924,4.122,1,0,0,0,17.764,17.369,15.833,15.484,14.926,13.051,12.561,12.263,11.898,12.022,0.395,1.931,2.838,1.536,2.443,0.349,0.907,0.49,0.788,0.298,-0.124
10157,164.290201,-61.122823,3.772,1,0,0,0,16.225,16.318,15.122,14.813,14.429,13.271,12.854,12.673,12.513,12.542,-0.093,1.103,1.796,1.196,1.889,0.309,0.693,0.417,0.598,0.181,-0.029
10161,164.701283,-60.697166,3.467,1,0,0,0,15.257,15.015,13.487,13.128,12.603,11.128,10.75,10.56,10.254,10.259,0.242,1.77,2.654,1.528,2.412,0.359,0.884,0.378,0.568,0.19,-0.005
10162,165.079156,-60.292252,3.686,1,0,0,0,16.221,16.188,14.883,14.56,14.126,12.818,12.441,12.244,11.844,11.914,0.033,1.338,2.095,1.305,2.062,0.323,0.757,0.377,0.574,0.197,-0.07
10169,165.208151,-60.158524,3.66,1,0,0,0,17.963,17.627,16.213,15.923,15.446,13.973,13.607,13.391,13.044,12.641,0.336,1.75,2.517,1.414,2.181,0.29,0.767,0.366,0.582,0.216,0.403
10187,165.026837,-60.373114,3.747,1,0,0,0,16.63,16.624,15.358,15.062,14.656,13.383,13.013,12.8,11.818,10.932,0.006,1.272,1.974,1.266,1.968,0.296,0.702,0.37,0.583,0.213,0.886
10188,165.318732,-60.054049,3.623,1,0,0,0,17.6,17.195,15.683,15.392,14.885,13.436,12.932,12.728,12.637,12.842,0.405,1.917,2.715,1.512,2.31,0.291,0.798,0.504,0.708,0.204,-0.205
10193,165.193862,-60.192736,3.65,1,0,0,0,13.54,13.846,12.818,12.534,12.232,11.221,11.008,10.837,10.523,10.57,-0.306,0.722,1.308,1.028,1.614,0.284,0.586,0.213,0.384,0.171,-0.047
10216,165.086943,-60.326526,3.71,1,0,0,0,14.419,14.283,12.84,12.508,12.059,10.693,10.197,9.972,9.626,9.582,0.136,1.579,2.36,1.443,2.224,0.332,0.781,0.496,0.721,0.225,0.044
10217,164.904727,-60.525257,3.197,1,0,0,0,12.719,13.277,12.842,12.699,12.594,12.346,12.255,12.251,11.956,11.957,-0.558,-0.123,0.125,0.435,0.683,0.143,0.248,0.091,0.095,0.004,-0.001
10219,165.205242,-60.200638,3.65,1,0,0,0,15.475,15.6,14.465,14.192,13.847,12.694,12.424,12.289,11.858,11.815,-0.125,1.01,1.628,1.135,1.753,0.273,0.618,0.27,0.405,0.135,0.043
10224,165.169069,-60.241654,3.644,1,0,0,0,16.383,16.427,15.243,14.966,14.583,13.378,13.124,12.914,13.015,13.249,-0.044,1.14,1.8,1.184,1.844,0.277,0.66,0.254,0.464,0.21,-0.234
10230,164.339078,-61.127803,4.083,1,0,0,0,17.618,17.401,16.037,15.717,15.235,13.714,13.197,12.93,12.757,12.804,0.217,1.581,2.383,1.364,2.166,0.32,0.802,0.517,0.784,0.267,-0.047
10242,164.378406,-61.104792,4.05,1,0,0,0,18.494,18.04,16.492,16.151,15.59,13.882,13.314,12.937,12.756,12.924,0.454,2.002,2.904,1.548,2.45,0.341,0.902,0.568,0.945,0.377,-0.168
10247,165.180912,-60.259207,3.638,1,0,0,0,15.866,15.763,14.438,14.14,13.686,12.32,12.023,11.79,11.648,11.7,0.103,1.428,2.18,1.325,2.077,0.298,0.752,0.297,0.53,0.233,-0.052
10249,165.263093,-60.171774,3.765,1,0,0,0,15.674,15.443,13.933,13.609,13.091,11.44,11.075,10.802,10.568,10.595,0.231,1.741,2.583,1.51,2.352,0.324,0.842,0.365,0.638,0.273,-0.027
10255,164.477922,-61.014551,3.898,1,0,0,1,18.787,17.512,15.006,14.52,13.581,10.813,9.945,9.444,8.997,8.832,1.275,3.781,5.206,2.506,3.931,0.486,1.425,0.868,1.369,0.501,0.165
10257,165.205706,-60.239816,3.708,1,0,0,0,14.664,14.821,13.651,13.356,12.993,11.784,11.555,11.311,10.963,11.014,-0.157,1.013,1.671,1.17,1.828,0.295,0.658,0.229,0.473,0.244,-0.051
10259,164.904741,-60.567119,3.978,1,0,0,0,12.652,13.141,12.289,12.018,11.892,10.961,10.77,10.638,10.517,10.5,-0.489,0.363,0.76,0.852,1.249,0.271,0.397,0.191,0.323,0.132,0.017
10262,164.916051,-60.557031,3.664,1,0,0,0,14.655,14.966,13.998,13.716,13.439,12.569,12.254,12.135,12.232,12.35,-0.311,0.657,1.216,0.968,1.527,0.282,0.559,0.315,0.434,0.119,-0.118
10267,164.451066,-61.052384,3.986,1,0,0,0,17.897,17.641,16.159,15.83,15.322,13.742,13.161,12.922,12.839,13.243,0.256,1.738,2.575,1.482,2.319,0.329,0.837,0.581,0.82,0.239,-0.404
10275,164.451817,-61.062636,4.067,1,0,0,0,16.834,16.668,15.278,14.955,14.475,12.91,12.457,12.126,11.698,11.432,0.166,1.556,2.359,1.39,2.193,0.323,0.803,0.453,0.784,0.331,0.266
10279,165.244966,-60.220426,3.709,1,0,0,0,16.986,16.654,15.111,14.779,14.236,12.603,12.225,11.926,11.55,11.56,0.332,1.875,2.75,1.543,2.418,0.332,0.875,0.378,0.677,0.299,-0.01
10282,165.249132,-60.21742,3.571,1,0,0,0,18.934,18.189,16.359,16.023,15.351,13.502,13.007,12.703,12.194,12.195,0.745,2.575,3.583,1.83,2.838,0.336,1.008,0.495,0.799,0.304,-0.001
10283,164.386165,-61.136504,3.946,1,0,0,0,16.409,16.153,14.543,14.182,13.618,11.87,11.335,11.012,10.578,10.577,0.256,1.866,2.791,1.61,2.535,0.361,0.925,0.535,0.858,0.323,0.001
10289,164.625208,-60.89408,3.957,1,0,0,0,18.774,18.125,16.275,15.904,15.256,13.152,12.558,12.224,11.739,11.711,0.649,2.499,3.518,1.85,2.869,0.371,1.019,0.594,0.928,0.334,0.028
10291,164.813366,-60.69774,3.628,1,0,0,1,15.354,14.976,13.343,12.98,12.467,10.874,10.438,10.115,9.964,9.917,0.378,2.011,2.887,1.633,2.509,0.363,0.876,0.436,0.759,0.323,0.047
10292,164.214536,-61.320803,4.138,1,0,0,0,16.128,16.081,14.687,14.346,13.821,12.202,11.704,11.408,11.195,11.136,0.047,1.441,2.307,1.394,2.26,0.341,0.866,0.498,0.794,0.296,0.059
10294,164.403377,-61.128492,3.798,1,0,0,0,18.809,18.247,16.619,16.264,15.666,13.916,13.429,13.084,13.087,13.507,0.562,2.19,3.143,1.628,2.581,0.355,0.953,0.487,0.832,0.345,-0.42
10298,164.532454,-60.996349,3.829,1,0,0,0,15.135,14.905,13.31,12.94,12.412,10.725,10.237,9.941,9.749,9.713,0.23,1.825,2.723,1.595,2.493,0.37,0.898,0.488,0.784,0.296,0.036
10299,164.394566,-61.139216,3.858,1,0,0,0,16.599,16.122,14.348,13.965,13.329,11.481,10.869,10.518,10.388,10.353,0.477,2.251,3.27,1.774,2.793,0.383,1.019,0.612,0.963,0.351,0.035
10326,165.061507,-60.453342,3.698,1,0,0,0,17.474,16.845,15.149,14.776,14.151,12.395,11.829,11.583,11.422,11.428,0.629,2.325,3.323,1.696,2.694,0.373,0.998,0.566,0.812,0.246,-0.006
10330,164.786578,-60.752607,3.703,1,0,0,0,16.471,16.232,14.684,14.313,13.811,12.272,11.794,11.531,11.266,11.11,0.239,1.787,2.66,1.548,2.421,0.371,0.873,0.478,0.741,0.263,0.156
10336,164.675396,-60.874505,3.256,1,0,0,0,12.392,13.008,12.727,12.558,12.524,12.38,12.314,12.352,11.994,12.062,-0.616,-0.335,-0.132,0.281,0.484,0.169,0.203,0.066,0.028,-0.038,-0.068
10339,164.867461,-60.672721,3.684,1,0,0,0,16.006,16.096,14.891,14.58,14.207,13.067,12.703,12.494,12.537,12.667,-0.09,1.115,1.799,1.205,1.889,0.311,0.684,0.364,0.573,0.209,-0.13
10353,165.291029,-60.23229,3.78,1,0,0,0,17.86,17.608,16.217,15.897,15.427,13.967,13.521,13.362,13.116,13.093,0.252,1.643,2.433,1.391,2.181,0.32,0.79,0.446,0.605,0.159,0.023
10354,165.366024,-60.150532,3.844,1,0,0,0,20.027,19.368,17.575,17.255,16.592,14.636,14.084,13.755,13.728,14.017,0.659,2.452,3.435,1.793,2.776,0.32,0.983,0.552,0.881,0.329,-0.289
10359,165.225855,-60.307668,3.68,1,0,0,0,15.617,15.609,14.286,13.981,13.542,12.192,11.884,11.637,11.503,11.511,0.008,1.331,2.075,1.323,2.067,0.305,0.744,0.308,0.555,0.247,-0.008
10361,164.46265,-61.12436,3.954,1,0,0,0,18.825,18.299,16.473,16.096,15.421,13.389,12.788,12.414,12.163,12.228,0.526,2.352,3.404,1.826,2.878,0.377,1.052,0.601,0.975,0.374,-0.065
10380,164.963453,-60.615709,3.696,1,0,0,0,15.248,15.429,14.536,14.268,14.023,13.167,12.91,12.778,12.781,13.02,-0.181,0.712,1.225,0.893,1.406,0.268,0.513,0.257,0.389,0.132,-0.239
10383,164.620482,-60.983829,3.901,1,0,0,0,18.081,17.705,16.188,15.834,15.311,13.634,13.197,12.851,12.692,12.793,0.376,1.893,2.77,1.517,2.394,0.354,0.877,0.437,0.783,0.346,-0.101
10385,164.898443,-60.694331,3.793,1,0,0,1,14.854,14.704,13.429,13.085,12.703,11.42,11.008,10.773,10.68,10.605,0.15,1.425,2.151,1.275,2.001,0.344,0.726,0.412,0.647,0.235,0.075
10393,165.104196,-60.483463,3.877,1,0,0,0,15.937,15.593,14.009,13.656,13.09,11.432,10.833,10.586,10.348,10.187,0.344,1.928,2.847,1.584,2.503,0.353,0.919,0.599,0.846,0.247,0.161
10394,164.763834,-60.847881,3.827,1,0,0,0,14.666,14.719,13.418,13.091,12.681,11.332,10.941,10.716,10.484,10.49,-0.053,1.248,1.985,1.301,2.038,0.327,0.737,0.391,0.616,0.225,-0.006
10397,165.279513,-60.295571,3.673,1,0,0,0,18.41,17.903,16.288,15.955,15.382,13.782,13.262,12.988,12.898,13.075,0.507,2.122,3.028,1.615,2.521,0.333,0.906,0.52,0.794,0.274,-0.177
10411,164.489246,-61.152166,3.378,1,0,0,0,13.819,13.956,13.008,12.722,12.467,11.667,11.452,11.315,10.535,10.407,-0.137,0.811,1.352,0.948,1.489,0.286,0.541,0.215,0.352,0.137,0.128
10413,164.457336,-61.186324,4.3,1,0,0,0,16.884,16.44,14.582,14.154,13.429,11.201,10.465,9.994,9.626,9.527,0.444,2.302,3.455,1.858,3.011,0.428,1.153,0.736,1.207,0.471,0.099
10420,164.629183,-61.019018,3.758,1,0,0,0,16.856,16.252,14.383,13.974,13.294,11.361,10.747,10.403,10.132,10.089,0.604,2.473,3.562,1.869,2.958,0.409,1.089,0.614,0.958,0.344,0.043
10423,164.765692,-60.877497,3.852,1,0,0,0,18.986,18.254,16.394,15.857,15.178,13.101,12.483,12.125,11.825,11.833,0.732,2.592,3.808,1.86,3.076,0.537,1.216,0.618,0.976,0.358,-0.008
10425,164.591208,-61.062506,4.064,1,0,0,0,17.952,17.539,15.774,15.375,14.754,12.792,12.167,11.756,11.501,11.51,0.413,2.178,3.198,1.765,2.785,0.399,1.02,0.625,1.036,0.411,-0.009
10435,164.521143,-61.147357,3.941,1,0,0,0,18.444,17.819,16.092,15.757,15.091,13.175,12.575,12.244,11.906,12.054,0.625,2.352,3.353,1.727,2.728,0.335,1.001,0.6,0.931,0.331,-0.148
10438,164.949642,-60.698716,3.683,1,0,0,0,14.243,14.338,13.011,12.633,12.261,11.008,10.605,10.408,10.085,10.045,-0.095,1.232,1.982,1.327,2.077,0.378,0.75,0.403,0.6,0.197,0.04
10439,164.501882,-61.170443,4.01,1,0,0,0,16.554,16.371,14.835,14.482,13.913,12.213,11.681,11.354,10.892,10.971,0.183,1.719,2.641,1.536,2.458,0.353,0.922,0.532,0.859,0.327,-0.079
10446,164.64563,-61.025541,3.85,1,0,0,0,17.248,17.119,15.695,15.362,14.87,13.396,12.942,12.655,12.171,12.114,0.129,1.553,2.378,1.424,2.249,0.333,0.825,0.454,0.741,0.287,0.057
10448,164.672897,-60.998534,3.823,1,0,0,0,14.998,14.922,13.512,13.164,12.7,11.239,10.815,10.54,10.359,10.328,0.076,1.486,2.298,1.41,2.222,0.348,0.812,0.424,0.699,0.275,0.031
10451,164.684071,-60.988562,3.875,1,0,0,0,17.549,17.409,16.013,15.708,15.225,13.748,13.299,13.044,12.324,12.443,0.14,1.536,2.324,1.396,2.184,0.305,0.788,0.449,0.704,0.255,-0.119
10466,164.516062,-61.171468,3.917,1,0,0,0,16.28,15.997,14.418,14.069,13.488,11.77,11.238,10.947,10.71,10.752,0.283,1.862,2.792,1.579,2.509,0.349,0.93,0.532,0.823,0.291,-0.042
10472,164.503781,-61.18967,4.029,1,0,0,0,15.8,15.851,14.573,14.264,13.826,12.424,11.999,11.732,11.626,11.741,-0.051,1.227,1.974,1.278,2.025,0.309,0.747,0.425,0.692,0.267,-0.115
10475,164.585634,-61.108617,3.859,1,0,0,0,17.46,17.095,15.686,15.309,14.862,13.348,12.915,12.616,12.727,13.279,0.365,1.774,2.598,1.409,2.233,0.377,0.824,0.433,0.732,0.299,-0.552
10481,164.707061,-60.985625,3.735,1,0,0,0,16.639,16.101,14.27,13.883,13.242,11.361,10.783,10.466,10.057,10.017,0.538,2.369,3.397,1.831,2.859,0.387,1.028,0.578,0.895,0.317,0.04
10492,165.143893,-60.531315,3.768,1,0,0,0,18.319,17.9,16.401,16.026,15.497,13.925,13.487,13.147,13.4,13.92,0.419,1.918,2.822,1.499,2.403,0.375,0.904,0.438,0.778,0.34,-0.52
